1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
2813558,2971569,3144991,3340492,3561612,3816250,4098625,4438360,4827478,5286041,5845419,6498416,7334901,8311392,9535712,11164881,13283657,16152768,19558119,24303302,30786027
2813985,2967935,3142329,3343672,3562762,3804924,4105128,4438236,4826172,5301919,5825925,6493247,7317443,8307446,9550853,11203042,13217802,15935253,19491656,24335125,30253461
2816147,2972834,3145944,3337088,3561860,3811745,4103259,4436633,4822376,5285064,5828161,6516264,7335299,8351572,9606394,11152106,13246992,16165009,19401288,24351924,30959953
2816487,2970445,3140983,3340636,3565874,3817686,4100725,4429390,4825442,5281304,5845554,6499770,7341584,8321108,9528453,11104576,13335837,15844998,19308981,24420852,30753866
2810389,2967330,3139993,3342394,3561545,3817369,4100327,4436052,4831433,5290972,5832817,6492946,7322862,8355101,9566655,11198651,13166986,16017837,19334298,24364821,30454211
2811558,2968977,3145137,3339594,3565449,3813431,4105811,4436509,4820820,5287702,5847015,6503390,7301198,8304625,9571921,11249006,13218128,15840257,19698062,23970001,30196209
2812895,2968194,3143301,3339562,3562029,3809320,4100145,4443163,4826422,5293973,5843743,6507896,7305526,8297413,9625925,11162341,13190252,15778738,19472402,24116186,30439012
2810995,2971115,3144878,3340351,3561655,3807147,4098311,4442077,4821791,5291250,5847980,6484790,7334765,8326522,9581609,11150132,13222845,15983810,19596904,24346870,30570567
2816339,2969914,3141361,3338710,3559831,3816757,4098831,4438274,4823943,5294480,5849739,6502202,7312464,8317893,9546576,11133301,13165355,15848839,19382035,23985120,30522533
2814502,2971023,3143422,3338571,3568505,3815248,4099468,4431614,4825638,5297667,5837302,6515526,7322443,8325642,9531083,11192392,13295085,15912242,19466599,24228982,30336046
2812230,2968902,3143795,3343979,3561033,3815137,4103320,4438890,4836310,5295790,5845083,6499363,7294605,8352315,9567132,11180469,13279916,15941845,19523305,24345295,31163554
2813764,2968119,3140838,3342585,3566097,3813337,4105377,4436194,4830245,5300583,5840473,6501931,7320518,8328913,9570574,11136678,13230602,15864348,19281328,24138858,31510365
2811987,2970736,3145736,3339560,3564131,3810025,4096980,4439863,4831589,5286922,5839566,6515940,7307598,8342098,9514557,11194181,13263733,15822164,19541783,24201774,30606263
2815934,2971800,3143132,3337056,3563470,3808525,4097340,4436235,4825811,5290098,5831407,6491715,7319661,8308484,9547614,11104340,13189966,15839218,19411347,24328227,30466397
2813324,2971141,3144061,3339112,3563367,3809499,4104301,4437458,4829333,5281400,5848998,6498610,7330620,8343015,9572634,11175834,13228867,15762735,19478655,24199709,30290422
2815444,2971098,3144948,3337133,3564631,3810851,4103895,4429470,4829733,5288559,5852861,6510322,7326819,8275146,9574078,11169015,13235473,15771285,19423925,24167843,30946071
2814926,2970742,3145602,3337340,3561562,3813651,4103804,4440965,4822624,5282393,5849052,6512483,7302397,8338920,9619156,11126208,13304521,15948289,19711737,24449517,30987337
2814102,2969570,3146698,3338419,3559044,3819955,4100807,4439875,4831321,5293212,5835756,6500622,7314918,8294990,9620016,11157885,13315795,15958788,19396697,24141932,30850904
2814117,2970552,3145676,3339146,3565202,3818969,4108071,4442508,4824232,5291035,5842000,6525550,7322135,8310445,9579023,11190190,13293494,15908909,19389011,24057603,30693114
2815272,2968112,3147355,3338592,3561946,3813480,4104805,4435615,4825876,5291724,5848055,6520056,7302257,8286590,9584012,11182884,13313830,15948465,19461932,24146924,30544960
2813855,2969640,3141477,3340240,3561509,3813040,4098929,4439666,4826712,5285649,5837120,6516951,7315723,8300502,9578414,11180333,13164984,16024926,19418812,23969447,30605844
2812285,2968979,3141139,3339836,3556689,3808075,4105621,4434275,4821706,5290278,5832839,6512816,7315387,8290493,9608525,11170052,13165221,15922176,19319576,24483065,30800971
2815774,2968742,3141573,3338482,3561371,3811757,4098281,4438878,4826902,5287703,5833226,6497332,7321302,8354356,9598565,11234444,13290385,15822424,19344512,24451641,30288452
2808442,2968730,3143917,3335761,3561230,3815173,4102304,4442428,4825021,5283472,5840603,6495081,7323820,8343428,9598018,11153924,13268753,15840141,19627981,24511903,30313496
2815560,2974035,3144160,3340106,3559741,3813603,4099547,4430809,4817579,5295282,5844852,6494565,7300462,8305483,9580796,11211239,13192902,15905979,19405524,24428093,30515513
2816201,2972092,3146379,3337407,3556494,3816873,4100435,4437188,4832127,5283574,5841351,6500715,7303576,8332668,9599095,11144385,13213172,15746759,19317262,24487523,31078276
2812385,2967865,3140962,3338495,3564845,3812243,4102563,4436821,4828834,5284565,5833542,6496999,7298552,8318220,9552971,11219641,13146520,15936458,19455315,24166120,30534378
2814521,2969595,3146102,3336848,3561051,3810404,4104519,4430331,4832267,5283122,5837946,6490882,7330504,8336138,9623672,11182576,13128545,15952120,19502085,23980684,30455469
2814102,2968093,3146070,3338077,3559279,3816500,4095596,4429969,4831038,5283015,5836744,6495787,7326329,8317372,9573522,11222626,13241435,15834083,19419923,24400044,30520020
2817102,2971085,3144058,3340137,3558533,3813909,4100305,4435613,4828457,5290235,5827660,6502261,7317281,8310985,9578400,11174851,13212946,15944341,19460041,24186490,30083442
2811001,2969246,3144191,3339625,3564284,3813848,4101378,4439784,4824867,5290988,5832359,6504222,7313468,8324210,9557401,11148078,13179701,15862965,19639042,24131325,30638498
2813441,2971680,3146183,3339898,3558621,3814093,4097809,4436281,4824319,5288384,5841785,6496502,7327987,8340597,9596740,11188095,13260053,15902889,19346755,24142105,30730898
2813174,2971250,3145412,3341231,3561701,3816252,4102506,4442523,4824676,5293843,5836638,6511491,7293254,8310780,9507336,11219803,13219539,15917592,19343109,24054922,30442893
2812415,2968718,3145534,3342238,3559915,3812701,4097597,4434640,4827280,5288683,5830853,6522889,7292037,8331068,9551343,11133373,13254305,15886185,19556342,24030761,30350817
2812788,2970487,3145593,3337135,3563793,3814792,4106551,4432252,4828930,5292034,5847319,6497010,7328810,8344370,9551520,11143238,13234115,15900105,19350814,24256639,30316381
2814949,2968085,3145375,3336378,3554797,3814041,4103067,4437921,4825021,5293918,5828789,6509380,7301102,8321171,9596440,11082449,13215671,15804548,19273178,23899298,30824592
