1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,p
4,7,0,0,1,8,0,0,1,0,2,0,0,0,8,3,0,25,0,2,0,0,7,1,0,1,2,1,1,2,2,13
0,6,3,11,1,1,1,6,13,1,68,16,0,0,1,1,30,1,2,0,1,5,0,4,0,3,1,0,1,2,0,0
0,1,1,0,0,8,0,37,82,1,0,1,2,1,75,0,0,2,142,1,1,0,24,1,1,0,0,4,100,0,4,1
2,0,8,2,0,2,1,1,1,1,2,3,3,1,0,4,2,0,0,0,0,1,1,0,1,0,1,1,0,1,3,5
47,5,2,0,1,1,0,3,1,7,1,2,0,15,2,0,1,2,0,2,0,2,0,0,9,1,0,3,1,1,1,0
1,3,2,0,0,4,1,1,1,0,0,0,10,0,0,0,0,0,0,4,1,4,1,1,1,0,2,3,60,3,2,97
2,1,2,1,0,5,0,0,2,72,1,1,0,2,0,0,0,2,1,174,6,2,2,0,1,2,1,5,24,0,1,0
1,2,2,2,0,60,0,1,29,4,9,0,0,0,0,2,1,1,0,3,1,0,2,1,1,2,0,0,1,0,3,3
0,6,4,0,0,0,0,34,1,0,0,3,0,0,1,0,1,1,6,3,2,1,0,0,7,11,1,0,1,0,0,0
0,0,0,19,2,0,0,10,0,5,0,2,1,5,1,0,2,0,0,0,25,2,5,3,0,0,0,4,2,0,1,1
1,1,0,0,1,3,0,1,2,0,1,3,2,2,7,0,40,1,0,0,1,0,1,1,1,2,1,1,0,3,1,7
0,13,8,2,4,0,0,0,0,1,8,1,1,0,0,2,1,109,200,2,2,1,0,0,4,1,3,0,0,2,0,3
0,2,0,0,1,2,1,4,1,1,34,4,0,2,1,2,0,1,2,2,3,5,5,0,0,4,2,1,1,2,1,1
0,3,1,9,3,0,0,1,5,5,3,9,1,0,0,3,0,8,5,2,0,1,4,1,0,0,1,0,1,0,0,0
10,14,3,101,83,3,1,3,5,3,1,0,3,1,3,0,0,155,0,1,1,85,2,1,0,2,3,3,1,2,6,0
2,1,6,0,1,1,4,1,2,0,0,0,1,0,1,0,2,1,0,0,1,5,5,2,0,1,0,1,1,1,1,1
11,2,79,0,0,3,0,2,0,1,0,0,19,1,0,0,1,4,1,0,0,0,2,14,1,0,117,13,1,0,3,0
3,11,0,1,7,4,0,11,1,2,2,4,1,0,2,2,2,60,0,2,7,0,0,1,2,2,1,1,1,1,0,1
3,0,2,0,1,16,6,0,3,0,0,0,3,4,14,0,1,0,5,5,2,0,1,2,3,1,0,3,1,125,1,6
