1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
2,0,65,8,0,3,4,0,1,1,1,1,0,1,2,0,1,0,1,1,1,0
1,10,1,0,0,0,52,1,2,1,2,1,4,6,1,147,1,0,2,0,4,1
2,4,4,0,0,1,0,3,0,1,0,6,1,1,0,2,2,0,2,1,2,4
8,0,1,0,1,3,2,3,0,0,24,1,1,8,0,0,0,0,1,7,3,0
0,0,0,3,1,2,7,4,0,1,5,1,2,18,2,3,1,2,1,1,1,3
0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,8,0,5,0,0,0,0
1,0,2,1,1,2,0,0,4,36,1,6,11,1,3,0,0,2,0,1,0,0
14,0,17,1,0,0,2,0,0,0,0,0,0,1,0,8,4,0,1,1,0,1
41,1,0,1,3,1,1,0,0,4,2,0,0,7,1,1,2,0,1,1,3,5
0,0,1,0,0,0,0,10,0,0,1,8,5,1,7,0,2,1,2,0,3,2
11,1,0,0,0,0,0,1,0,10,4,22,0,0,0,0,0,2,0,3,0,1
2,0,13,1,4,1,0,6,0,0,0,1,23,3,0,1,0,1,0,1,5,7
3,0,2,1,17,4,0,0,17,7,2,4,3,0,2,5,2,0,1,1,1,2
0,9,4,0,5,0,0,3,1,10,0,88,0,0,10,0,5,0,0,1,0,15
0,0,8,2,0,0,2,13,0,1,2,2,3,1,0,0,1,1,1,4,1,5
0,1,0,0,1,44,2,4,1,2,1,1,2,2,0,1,0,1,0,0,0,3
0,2,5,0,0,0,1,1,0,5,3,1,1,21,0,1,2,0,0,0,1,8
5,0,0,1,6,1,1,0,1,14,1,1,1,4,0,3,1,1,1,4,1,1
0,1,1,8,1,0,0,1,1,0,2,1,1,0,1,1,0,1,1,2,1,0
85,0,0,0,2,0,10,0,4,7,4,1,1,2,4,1,0,1,2,5,1,40
2,0,0,4,3,2,0,0,0,1,1,1,0,4,1,0,4,0,4,2,5,1
11,0,2,2,1,3,0,6,0,2,1,0,26,2,27,6,0,14,3,1,0,34
0,3,0,1,9,10,0,16,5,26,2,0,3,1,0,5,0,1,10,1,2,0
3,0,0,3,0,1,0,2,0,3,1,0,9,8,0,0,2,2,0,0,1,4
0,0,0,6,2,4,1,1,2,4,3,5,0,0,5,0,0,2,0,1,0,18
0,0,0,1,0,25,1,0,1,1,53,1,9,0,2,1,3,2,214,1,3,7
18,0,1,5,3,1,1,0,0,2,0,0,1,3,0,0,0,1,0,3,2,3
0,4,0,1,0,1,2,1,0,2,2,2,0,0,0,0,0,0,9,1,0,0
1,15,0,0,2,1,3,1,0,78,4,1,1,0,0,2,0,1,1,2,1,7
1,11,1,1,2,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,52
2,0,0,4,116,2,0,3,16,1,9,1,0,1,0,2,4,0,1,0,2,4
0,2,1,1,3,4,3,0,1,1,0,0,0,2,0,1,1,0,0,0,1,4
0,0,2,1,16,1,1,0,1,0,0,2,5,0,0,1,0,6,0,1,0,1
1,45,0,0,5,1,0,0,0,0,0,0,2,0,0,3,0,0,1,3,0,1
3,1,0,0,0,1,0,2,12,1,0,8,0,1,1,2,4,0,0,0,1,93
1,1,97,2,1,7,19,1,1,0,0,2,0,1,0,2,1,1,1,20,1,0
3,0,8,0,2,3,1,1,0,0,1,1,0,1,2,0,1,16,0,2,1,5
0,0,0,2,0,8,0,2,3,0,0,0,4,1,0,1,7,1,2,1,2,11
2,0,15,1,0,1,4,4,0,1,20,1,4,4,3,1,1,0,0,0,2,0
0,5,0,0,0,10,7,11,0,0,1,0,1,0,5,85,2,2,1,1,0,5
0,3,30,1,12,0,1,2,0,0,0,0,0,0,0,1,0,0,2,2,0,1
0,0,2,9,2,25,2,0,1,24,0,1,1,0,1,0,2,1,1,1,0,3
2,0,2,0,7,1,0,3,1,2,0,1,0,0,2,1,0,4,2,1,0,4
0,2,0,0,2,2,2,12,2,0,0,5,0,0,1,2,3,0,2,1,2,4
3,0,0,1,0,5,1,0,0,0,2,0,0,3,0,2,0,2,1,4,1,0
0,0,3,6,1,2,0,1,0,0,3,0,3,2,0,0,1,1,1,1,0,1
1,0,4,3,1,0,0,2,3,0,0,2,1,1,0,0,0,2,2,0,1,3
0,0,2,0,2,0,10,5,0,0,2,0,19,1,0,9,1,0,0,0,0,1
1,2,3,23,11,5,0,5,1,1,1,3,1,1,0,0,4,0,3,2,1,4
5,1,1,0,3,1,6,3,0,12,3,27,0,3,9,2,3,0,0,3,2,2
1,1,2,0,0,0,1,4,1,1,4,0,0,7,1,1,19,0,2,1,1,0
0,12,52,1,2,0,87,0,3,0,1,7,2,6,1,3,3,0,4,0,1,5
1,4,0,16,8,51,3,3,0,2,0,1,1,1,1,1,1,1,2,5,0,17
0,3,1,0,0,0,0,2,0,4,0,1,2,0,1,2,0,1,1,0,0,0
6,4,4,0,3,0,0,1,1,0,11,3,10,1,0,6,2,0,0,0,1,0
1,0,5,3,16,0,0,0,1,0,52,0,0,2,0,1,1,0,1,0,1,0
0,0,3,1,2,1,3,2,62,0,0,1,0,0,5,1,0,2,2,0,0,15
1,0,0,8,7,4,3,4,3,4,4,12,0,0,1,2,2,2,2,0,1,0
1,4,1,5,2,1,2,0,5,1,0,1,0,2,0,0,0,1,3,0,1,8
1,0,0,6,1,8,1,5,0,5,7,4,3,7,3,1,1,0,1,2,1,0
2,15,2,4,0,0,22,9,2,0,1,7,2,0,1,0,2,0,0,0,3,0
36,0,3,1,0,0,0,0,0,7,3,3,1,0,3,4,0,1,1,2,1,2
8,2,0,11,2,25,1,1,2,16,1,0,0,0,1,0,2,2,1,0,0,5
4,2,17,5,1,0,3,1,0,1,1,0,0,0,1,1,3,1,2,0,1,3
6,2,5,37,0,2,3,0,5,1,0,1,1,0,25,0,2,0,3,0,1,1
0,10,0,12,2,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1
107,5,1,1,4,1,12,6,1,3,1,3,0,1,8,1,0,1,0,3,2,2
0,1,1,0,0,6,0,3,0,5,1,0,2,0,5,1,0,3,0,1,2,1
1,5,1,0,2,0,0,1,1,0,1,0,4,2,1,2,0,0,1,0,2,8
7,0,5,8,0,1,4,12,6,1,0,1,0,2,5,2,2,1,1,1,0,4
1,0,2,0,2,0,1,6,8,32,22,0,2,0,1,2,2,13,2,1,0,1
1,1,3,0,3,2,12,2,0,1,0,2,0,0,10,0,1,3,2,1,1,2
0,1,1,2,0,0,0,0,7,2,41,4,1,1,0,3,32,1,0,0,1,0
0,0,1,1,1,1,1,0,6,6,7,1,1,2,1,0,1,15,1,0,4,1
2,11,0,0,6,1,1,13,0,2,0,1,0,3,0,1,1,0,0,1,0,2
4,94,0,0,5,3,11,0,2,0,0,0,1,3,0,0,12,0,1,0,1,3
0,3,0,0,0,0,5,1,17,5,5,60,3,0,1,2,2,1,0,0,0,3
1,2,11,0,0,1,2,0,2,2,0,3,2,2,3,2,0,2,2,1,4,0
0,1,2,1,16,0,0,4,0,2,0,1,1,2,3,0,2,4,0,4,1,0
1,1,2,0,14,25,3,0,0,1,5,20,1,0,0,0,0,0,1,1,0,41
0,2,0,0,4,2,1,2,4,208,0,2,0,3,1,0,1,1,4,1,1,1
