1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,p
0,15,3,5,0,0,0,18,11,1,1,0,2,0,20,2,1,0,0,0,0,2,2,15,1,0,0,2,0,1,1,1
1,2,0,1,1,4,4,0,0,13,0,0,11,5,6,3,1,0,0,5,6,3,5,0,0,0,0,1,3,0,1,0
0,0,0,0,1,1,1,4,0,0,5,0,2,22,1,2,3,1,0,1,3,0,1,0,3,2,1,1,0,0,1,8
0,0,0,1,2,0,0,0,0,2,6,0,0,1,0,6,0,3,0,1,2,0,4,3,1,1,2,1,1,2,1,0
2,0,6,0,116,4,0,0,1,2,8,2,1,9,0,1,2,0,1,1,1,0,1,0,3,1,2,1,0,0,3,9
0,1,0,0,2,0,1,0,0,0,1,1,1,0,1,8,5,1,2,0,1,0,0,0,3,3,1,3,0,3,0,1
12,1,0,0,3,0,6,0,0,0,0,0,2,2,1,1,1,0,3,1,2,0,0,0,0,0,1,1,1,0,3,1
0,0,1,1,7,16,0,1,1,0,1,13,0,0,1,0,0,0,4,0,0,1,0,1,0,2,0,2,2,1,1,1
131,0,4,0,9,3,45,1,2,2,7,0,5,0,2,0,2,4,0,1,1,9,1,2,5,0,0,1,3,30,1,1
2,2,0,0,1,1,1,0,2,0,0,0,0,0,11,8,0,13,3,0,2,0,3,3,2,1,3,1,2,0,1,4
0,0,0,5,0,2,0,1,7,0,2,0,14,0,12,1,1,1,1,1,0,0,0,3,1,0,2,1,1,0,0,4
2,2,3,1,2,0,4,1,0,0,0,1,1,1,0,2,0,2,2,4,1,1,1,0,0,1,0,0,2,2,3,0
0,1,2,16,1,44,2,0,1,2,0,1,6,0,0,0,5,1,22,8,1,1,2,0,1,3,0,0,0,1,2,6
4,0,6,7,5,10,1,0,25,0,9,8,1,1,1,18,0,3,5,2,1,1,3,1,3,1,3,0,0,0,0,1
0,1,0,6,0,4,16,0,3,27,3,2,4,1,5,1,0,1,1,0,3,1,0,0,1,2,3,1,0,0,0,6
0,2,0,0,1,0,30,0,4,5,1,1,0,654,0,1,2,0,3,8,0,0,1,2,0,1,1,2,1,1,2,0
1,1,0,7,4,0,0,0,3,1,4,1,0,104,8,0,0,1,1,1,2,0,1,0,9,2,6,2,3,1,0,7
0,2,1,19,0,6,3,0,1,7,0,62,19,0,2,3,0,0,52,0,1,0,1,1,3,0,0,2,3,1,1,0
1,3,2,1,9,1,12,3,1,0,1,8,0,9,0,0,1,2,0,2,0,11,0,2,1,0,0,3,2,0,0,1
2,7,0,0,1,0,1,2,1,1,0,1,3,0,1,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,1,1
13,11,0,0,12,3,1,0,2,2,1,1,9,1,2,1,24,0,4,1,2,2,2,0,0,7,1,0,0,0,0,0
2,1,3,0,1,1,2,13,4,1,3,0,0,1,5,0,44,7,0,0,0,1,6,0,0,5,4,0,1,0,0,3
2,0,0,8,6,0,1,292,0,1,1,0,2,0,1,2,6,0,0,7,1,4,0,0,0,1,0,1,0,0,0,8
0,1,0,0,0,0,0,0,0,2,0,0,0,10,6,2,0,0,32,1,2,1,1,1,0,1,0,1,0,1,0,2
