1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,p
1,12,5,0,1,0,1,1,10,0,0,5,2,0,1,0,3,0,0,4,0,0,2,2,1,4,0,2,1,1,0,0
0,5,0,0,3,0,2,1,0,0,3,0,16,0,3,0,0,5,5,1,0,2,2,1,0,2,1,1,1,1,0,4
1,138,0,0,25,1,5,1,0,0,1,0,4,0,1,0,0,1,0,0,2,1,0,0,2,0,2,2,1,1,2,3
1,35,1,1,12,0,3,0,7,1,0,0,3,1,2,7,1,2,1,2,1,1,2,0,0,0,2,2,0,1,1,24
0,0,0,3,3,10,1,0,4,0,1,4,0,2,0,0,0,0,1,9,2,2,9,0,2,2,2,1,0,0,1,7
8,1,1,1,8,0,3,0,0,0,10,0,0,4,14,0,0,2,1,0,14,1,0,0,15,2,0,2,1,3,0,0
0,12,0,4,1,2,1,0,26,1,6,0,1,1,1,1,0,0,18,0,1,2,0,1,3,1,3,1,1,8,3,1
0,0,42,2,4,11,0,2,0,1,3,3,1,4,23,5,3,1,0,2,0,2,0,1,0,1,0,1,1,0,0,0
7,2,0,0,14,0,4,1,1,0,2,5,0,3,0,1,1,0,0,1,5,0,0,1,5,0,1,0,1,1,0,10
0,1,5,4,1,5,2,0,0,0,2,2,16,3,1,13,0,4,1,3,0,0,0,2,2,0,0,2,1,0,2,6
0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,2,20,1,0,1,0,3,1,0,1,0,1,0,5
12,6,6,0,3,0,5,0,2,1,0,0,2,4,0,1,0,4,0,0,0,0,14,2,1,1,1,1,1,1,0,3
404,4,1,1,0,1,12,6,5,7,11,5,3,12,2,1,0,0,0,1,3,2,1,0,1,0,0,2,2,2,1,3
10,0,0,2,3,0,2,25,1,0,6,3,8,13,1,6,0,1,0,2,1,1,0,0,2,2,1,13,2,1,1,22
0,8,3,7,8,0,0,3,2,0,0,2,1,0,0,0,0,0,2,1,2,0,2,2,0,0,4,2,1,2,2,0
1,3,0,4,1,0,5,5,1,6,2,0,1,0,0,4,9,0,3,2,1,1,3,0,0,0,0,0,1,0,0,6
2,9,1,5,2,60,0,13,0,0,1,4,1,3,1,0,0,1,3,1,1,12,0,0,2,0,0,2,3,0,1,0
16,1,0,2,0,0,1,0,277,1,0,0,1,1,0,0,0,1,0,1,0,1,0,2,0,1,0,1,2,2,0,0
0,0,2,0,0,5,1,1,5,1,0,0,0,1,3,0,2,3,1,0,1,0,1,2,0,2,6,1,0,2,0,0
1,0,0,2,0,0,3,3,0,0,0,2,0,0,0,1,2,2,1,1,4,2,3,5,0,0,1,1,1,1,1,14
1,2,3,8,0,21,20,4,19,0,3,3,6,0,1,0,3,7,1,4,0,1,1,2,1,0,0,1,4,1,1,22
0,0,3,0,2,6,4,0,0,25,210,0,2,0,5,0,1,1,3,0,1,2,0,2,1,9,2,0,0,3,1,1
1,0,0,0,0,0,2,1,0,1,2,2,2,1,1,0,0,7,3,2,0,1,0,1,1,2,1,0,0,2,4,32
0,7,0,2,0,4,2,9,0,7,2,8,0,1,0,0,2,1,3,0,0,0,1,6,1,0,0,2,0,1,1,0
49,0,5,0,6,3,1,0,2,2,1,0,0,1,1,0,0,6,3,1,0,1,3,0,0,0,0,1,6,8,3,21
0,0,9,1,1,0,3,16,1,1,0,0,0,0,2,1,3,0,2,0,3,3,0,1,1,3,0,1,1,1,2,2
7,0,1,3,4,5,0,0,5,2,0,1,1,3,1,5,1,10,1,1,0,0,0,0,0,3,1,1,0,0,2,1
0,4,0,0,0,0,1,1,0,6,0,1,1,2,0,0,4,1,1,1,1,0,1,0,2,0,2,0,0,1,0,0
0,5,663,2,4,0,92,1,4,2,3,3,1,0,2,2,1,1,2,0,0,1,0,7,1,3,0,0,24,1,2,0
2,2,0,1,1,2,15,5,3,1,6,0,8,3,1,5,0,9,1,1,4,0,0,1,0,1,1,2,1,1,1,1
14,4,0,6,1,11,4,2,12,2,35,1,2,2,0,0,7,2,0,1,1,2,0,1,0,2,9,1,2,1,1,10
0,0,0,2,1,0,0,13,16,1,0,21,1,0,3,3,1,1,1,1,0,0,1,2,1,2,0,1,2,1,2,0
3,4,0,0,16,0,5,0,6,1,1,0,1,3,0,0,9,0,7,1,2,1,1,5,0,0,0,1,3,0,1,8
1,3,6,55,2,3,5,0,1,2,2,3,3,17,0,1,2,2,14,1,1,0,6,1,3,0,1,1,0,1,1,6
0,4,1,0,2,0,0,2,0,0,2,0,23,0,0,2,2,3,3,0,3,2,2,1,0,2,1,1,0,0,0,1
2,0,0,1,2,1,2,4,2,0,2,12,4,0,0,0,0,0,2,4,9,0,5,1,0,1,2,1,0,2,1,3
0,0,8,0,2,37,29,1,0,21,2,0,1,0,1,3,0,1,1,0,0,1,0,2,7,0,1,2,1,1,0,1
3,0,0,5,0,1,52,0,1,0,6,1,1,54,1,1,4,0,1,0,2,0,0,1,4,0,0,0,2,1,0,6
24,0,0,2,9,1,4,1,0,0,3,2,2,1,2,61,0,0,0,2,6,1,1,0,4,0,0,3,0,0,0,1
1,130,0,2,2,3,7,0,0,3,1,0,0,1,15,5,4,0,1,0,1,1,0,0,2,1,0,1,2,1,0,0
0,0,1,3,8,0,0,1,2,0,17,0,3,5,0,0,0,2,2,3,3,3,0,0,1,2,1,1,2,2,1,152
0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,1,1,1,3,4,1,1,3,3
