1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,p
0,16,4,1,0,0,1,1,14,1,11,22,0,0,1,1,4,2,8,0,2,1,5,3,1,3,0,1,1,1,1,9
0,115,0,0,0,3,0,1,0,1,0,2,2,0,1,1,3,1,0,15,1,0,0,0,4,0,0,1,2,0,0,2
0,4,0,0,0,0,1,3,5,5,0,18,0,2,7,0,3,1,4,0,1,1,0,1,2,0,1,1,1,1,1,0
6,1,7,3,7,3,3,35,0,0,0,3,1,0,0,0,2,1,2,0,0,0,0,2,1,4,1,0,0,3,0,25
1,2,2,35,5,1,4,1,3,0,0,15,0,1,2,1,0,1,2,1,0,1,0,0,0,0,3,0,0,0,1,0
0,0,1,6,0,8,1,3,6,0,9,0,0,4,0,0,14,1,0,2,0,2,3,2,4,1,1,0,1,0,3,0
0,1,9,1,1,0,6,3,18,0,3,1,0,1,1,1,1,0,2,2,2,2,0,1,0,1,2,1,1,2,3,5
3,20,6,1,5,404,1,2,23,1,10,0,7,4,1,0,3,2,6,1,2,2,1,1,0,2,1,0,0,0,0,6
3,21,0,1,3,17,2,1,0,3,0,12,0,0,0,1,1,1,3,0,0,1,5,0,0,0,4,0,0,1,3,1
12,2,0,0,2,1,2,15,0,4,1,1,0,5,0,7,4,2,2,3,0,0,0,1,0,1,0,1,1,1,1,0
3,0,1,2,0,1,2,14,0,1,0,47,1,3,1,0,1,11,0,0,0,1,1,0,3,0,0,1,1,2,0,5
0,0,0,2,1,0,0,0,0,1,1,13,0,0,1,1,1,3,1,0,0,1,0,1,2,0,3,0,0,0,1,5
4,9,2,4,0,0,1,0,2,8,1,4,1,15,0,1,0,1,0,3,0,1,0,2,1,3,1,2,0,0,0,0
2,9,0,1,89,3,20,4,2,0,0,4,0,1,0,1,37,0,1,1,1,0,9,1,1,1,5,2,1,2,2,25
4,1,3,2,3,0,7,0,2,0,0,24,2,1,0,0,2,4,1,0,1,1,1,1,0,2,3,2,0,1,2,17
1,2,4,4,0,3,1,1,1,0,6,1,0,0,3,0,0,0,1,1,4,2,2,1,1,0,2,1,1,0,1,0
0,0,0,5,1,0,0,1,3,0,1,2,0,1,3,0,1,0,7,1,0,2,2,1,1,1,3,1,0,1,2,3
2,0,0,355,2,0,0,2,0,0,1,5,2,3,0,2,1,0,0,1,0,0,2,2,0,0,1,0,0,2,0,39
1,0,2,0,7,0,1,9,0,0,3,3,5,0,0,2,0,4,3,0,1,0,1,2,0,0,1,0,0,1,0,1
2,2,0,1,1,0,2,10,7,44,0,0,1,0,1,0,1,1,0,1,1,2,2,1,0,1,1,1,2,2,0,2
0,0,0,0,1,14,3,1,0,4,0,9,2,2,4,2,2,0,0,7,0,0,0,2,2,0,0,1,1,0,0,5
0,1,8,3,1,10,0,22,0,0,0,6,1,1,2,3,2,3,2,3,1,25,1,1,1,2,0,0,1,2,0,2
17,3,0,3,1,2,0,0,0,1,6,0,0,1,1,0,1,1,3,23,8,9,1,1,1,1,0,1,0,0,0,25
30,1,13,5,0,0,1,2,0,1,0,0,2,11,7,1,6,5,0,0,2,1,1,0,0,0,1,1,1,1,1,6
0,2,0,4,0,1,3,2,1,4,1,10,3,2,0,15,70,0,3,0,2,2,0,0,3,0,1,2,2,3,2,0
16,13,0,0,0,15,4,0,0,2,0,2,2,2,2,3,0,0,1,1,2,0,1,1,0,1,0,2,1,2,1,4
0,2,1,4,8,8,6,3,5,0,0,152,0,0,4,1,2,6,1,6,1,1,0,0,0,2,1,0,1,0,0,1
2,6,42,0,1,0,1,0,1,1,19,0,3,0,0,0,1,10,0,2,4,1,0,1,1,0,0,3,1,1,1,1
8,14,0,0,1,2,0,0,5,1,2,29,0,0,0,2,1,1,1,1,0,2,0,1,0,0,0,2,2,0,3,0
0,24,40,0,0,1,0,1,3,4,0,0,8,4,0,3,0,1,0,0,2,0,0,0,0,0,0,0,4,1,2,3
1,33,13,6,2,1,1,9,1,0,0,6,1,0,10,1,0,9,4,0,0,0,0,1,1,1,2,0,2,1,0,0
0,1,0,1,0,13,31,0,1,2,0,2,0,2,0,0,3,1,0,0,0,0,1,1,0,2,0,0,1,1,0,1
1,1,85,1,206,2,0,0,1,10,1,1,0,9,2,0,0,0,2,0,0,1,1,0,0,2,0,0,0,1,2,2
1,0,1,2,4,2,1,3,0,0,0,3,1,8,3,0,247,6,0,3,1,1,0,0,3,0,1,0,2,3,1,278
3,6,8,0,2,56,1,0,1,0,4,3,1,4,2,4,0,2,0,1,1,4,7,1,1,0,0,0,1,2,0,2
3,1,0,0,0,0,9,1,0,0,0,0,12,0,0,1,0,1,0,1,0,4,1,0,2,1,0,0,1,0,0,6
3,0,6,5,0,18,11,0,2,0,11,0,3,1,0,2,4,0,0,0,0,1,2,0,0,0,1,0,0,0,3,0
0,1,78,1,0,6,0,12,0,3,3,0,1,0,0,1,3,0,1,1,4,1,0,0,2,7,0,3,2,1,0,1
0,2,2,0,17,0,32,0,2,2,3,1,5,6,0,4,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0
2,0,114,108,0,0,1,1,0,9,0,1,3,0,1,0,4,1,0,0,1,1,1,1,0,0,0,1,0,2,0,1
0,2,0,12,235,6,0,11,4,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,2,0,1,1,2,0,2,0
1,3,0,0,1,4,1,13,63,1,4,0,5,3,2,1,7,1,0,4,1,90,1,0,0,3,0,0,1,0,1,0
1,21,0,6,14,0,7,1,0,0,1,0,0,1,0,2,1,0,0,1,4,0,1,1,0,0,0,1,0,1,1,2
8,0,3,0,0,25,0,0,0,1,0,1,1,0,0,7,2,1,2,21,2,0,1,1,0,1,2,0,3,1,1,0
0,1,0,0,1,5,1,0,2,0,0,0,0,0,1,1,1,0,1,1,2,2,0,6,3,2,0,1,2,1,2,0
8,3,0,1,0,37,0,0,1,1,3,0,1,36,1,0,78,24,0,0,3,1,0,2,1,0,2,3,0,0,0,0
2,0,21,0,0,0,1,1,1,1,0,13,11,2,0,1,2,2,2,0,0,1,4,1,1,1,0,0,3,0,0,0
9,12,21,0,2,11,5,1,3,60,5,2,7,1,8,2,0,4,0,1,0,1,0,2,1,1,0,1,2,1,0,0
0,0,0,0,3,1,1,0,1,0,5,14,26,0,463,2,2,1,1,0,0,16,1,3,7,0,0,2,2,0,1,29
2,1,24,2,3,7,7,1,1,6,1,15,1,5,0,0,1,0,10,1,2,2,2,7,0,0,0,0,1,2,0,1
0,1,1,0,28,3,0,2,0,2,3,0,2,5,0,0,2,4,1,0,0,0,0,1,1,0,2,0,2,0,1,3
0,3,6,2,1,0,4,18,4,1,0,799,0,1,15,1,1,1,1,2,1,0,0,1,0,2,2,0,0,0,2,7
0,1,2,2,0,3,0,4,3,1,1,35,2,0,1,1,0,0,2,89,11,0,0,1,3,2,1,2,2,0,2,1
15,10,0,1,1,2,5,0,3,0,0,1,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2
15,1,20,0,28,4,0,0,1,0,16,1,0,1,1,0,0,1,5,0,0,0,0,1,0,0,2,0,0,0,1,0
0,1,0,1,42,2,2,3,1,0,4,0,16,1,5,0,0,5,1,1,1,1,1,0,1,2,0,1,0,1,1,0
0,6,0,4,23,0,0,9,0,3,1,0,1,1,19,1,0,0,5,0,0,0,3,0,0,2,1,1,1,2,0,2
0,0,334,8,1,1,1,1,0,13,1,1,72,0,4,0,5,1,1,0,3,0,2,2,2,0,1,0,1,1,0,1
0,0,14,0,0,0,0,3,0,1,0,0,1,1,2,0,1,3,0,2,0,1,0,0,1,1,1,1,3,1,6,1
