1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,p
0,4,1,2,0,10,2,29,2,1,0,1,1,1,1,1,0,0,0,0,3,1,1,2,3,0,1,1,0,1,1,2
0,8,1,0,0,1,1,0,1,4,1,0,0,2,0,8,5,1,1,1,0,1,0,1,0,2,4,1,1,0,2,4
4,0,3,0,1,0,1,5,1,10,8,12,0,0,1,0,3,0,1,0,0,1,1,0,1,0,1,2,0,1,0,0
2,154,0,33,6,1,1,1,0,1,0,3,4,0,9,1,1,3,0,5,1,1,2,0,3,1,0,0,1,2,0,6
8,2,0,1,10,0,0,10,1,0,8,0,1,0,1,3,3,0,0,0,1,0,0,1,0,3,2,2,4,1,0,0
0,0,0,6,0,5,0,0,14,2,5,1,0,0,1,0,2,0,2,0,1,1,2,0,2,1,1,2,0,3,0,0
0,9,2,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,2,1,16,1,0,0,0,1,1,0,0,1,0,0
0,2,1,0,2,2,0,1,0,2,4,104,1,0,4,2,5,0,0,1,1,1,1,0,0,0,0,0,2,1,0,0
0,0,52,7,483,0,12,0,3,1,0,0,0,2,2,0,1,0,0,0,1,0,0,1,0,6,4,3,2,0,3,1
2,1,0,0,0,1,0,2,2,0,5,0,5,0,23,1,8,2,9,0,0,4,2,2,2,0,1,1,2,0,0,1
2,4,6,0,15,5,0,0,0,1,1,35,5,146,1,2,2,0,0,4,3,1,0,0,1,3,1,2,3,0,0,4
0,3,0,1,40,3,15,0,0,0,0,0,0,1,1,6,24,0,20,0,1,4,0,1,1,0,3,0,2,1,0,0
10,0,23,0,0,0,5,0,0,2,0,4,0,1,0,0,1,2,0,4,0,0,0,0,0,1,1,1,1,0,0,0
0,8,28,0,0,2,0,0,3,3,2,0,2,0,0,0,0,0,2,4,1,1,2,2,1,0,4,0,0,1,4,4
1,3,4,19,0,0,0,144,0,1,0,1,1,1,4,1,0,0,0,1,2,0,0,1,1,0,2,2,2,1,0,3
10,0,0,0,26,0,0,29,1,1,4,0,0,1,0,1,2,0,3,1,3,2,0,2,0,2,1,0,2,1,0,0
1,7,3,2,0,32,0,0,3,0,0,1,1,1,0,8,2,0,0,0,2,0,4,0,1,0,3,1,1,2,0,11
1,1,1,11,0,4,3,1,19,1,0,1,0,0,9,0,0,1,1,1,2,1,0,0,0,1,0,1,1,2,0,0
0,1,0,1,0,2,0,1,0,31,0,3,0,0,0,0,8,9,1,1,2,3,2,0,4,2,2,2,0,0,0,0
0,1,0,4,1,0,1,0,0,2,1,0,3,0,4,1,0,2,5,0,0,2,1,2,404,3,0,0,1,2,2,12
0,1,1,0,3,6,2,2,6,0,1,25,2,7,0,1,2,0,3,1,2,1,1,2,0,1,2,1,0,0,0,1
0,2,118,0,1,6,1,1,0,0,0,0,0,1,0,1,3,2,13,7,1,0,3,1,3,1,1,4,1,1,2,8
2,0,4,8,0,2,7,22,0,0,1,0,2,2,1,1,3,1,1,0,1,0,2,2,0,0,2,1,0,3,2,2
0,0,0,142,0,2,0,1,5,1,2,0,4,1,4,0,0,1,0,0,2,1,0,1,0,2,1,5,0,1,1,2
1,0,4,1,0,1,17,3,23,2,1528,0,3,0,0,2,10,0,2,2,1,3,1,1,1,1,2,1,1,3,2,4
0,1,0,1,0,7,0,0,3,2,3,3,24,0,2,2,2,3,0,1,0,0,0,0,1,0,2,1,0,0,0,1
6,0,0,2,6,0,7,1,1,148,0,11,11,0,1,1,3,0,6,9,1,2,25,3,0,1,1,1,0,2,1,0
1,13,8,0,6,3,0,8,0,1,2,1,1,1,1,0,1,0,1,0,18,2,5,0,2,1,2,0,7,3,0,0
0,5,1,0,0,3,1,0,8,6,1,6,0,4,0,0,0,1,0,0,0,0,2,1,3,2,1,1,0,0,2,0
2,0,31,0,0,0,3,0,0,1,2,0,4,185,0,0,3,4,0,1,1,1,0,0,2,0,1,1,2,3,0,7
6,0,4,2,0,0,4,0,0,1,3,1,0,0,0,4,0,1,8,0,2,1,1,1,0,1,2,2,2,2,1,2
3,15,0,2,1,0,0,4,0,0,6,2,0,0,1,1,0,40,4,2,5,4,1,0,1,1,1,0,1,1,2,5
4,56,0,11,1,6,3,2,1,2,0,0,12,1,0,4,6,1,4,0,2,0,1,3,9,0,2,1,0,3,3,2
4,0,9,0,3,4,0,2,15,0,0,0,2,1,1,2,2,0,0,0,2,1,3,1,0,1,2,3,2,2,0,2
12,0,872,13,4,6,0,0,3,1,2,0,0,0,11,3,1,1,1,0,1,0,1,1,0,3,2,0,2,0,1,0
4,1,6,0,35,2,0,0,147,3,6,0,0,4,1,3,2,0,1,1,0,1,1,1,1,0,1,3,0,0,1,1
1,0,5,0,0,6,3,14,2,32,1,1,4,0,19,1,0,20,0,0,1,3,1,1,4,0,2,0,0,0,1,3
1,0,2,0,1,8,0,56,2,6,3,0,1,3,0,3,1,1,5,1,2,5,0,1,1,0,1,0,1,1,0,0
3,3,1,1,0,7,1,6,1,0,4,69,0,0,4,0,9,1,3,4,0,0,1,1,0,1,1,1,1,0,2,3
10,8,0,0,1,1,0,4,1,0,0,3,0,0,0,2,1,0,1,3,0,1,2,3,1,4,0,1,2,1,1,2
0,1,3,4,0,46,2,5,0,2,0,0,2,1,0,1,0,0,1,1,3,0,1,1,1,2,1,0,2,0,0,3
1,1,0,1,0,0,3,0,1,0,0,7,16,8,1,1,1,0,1,0,2,3,1,0,1,1,1,0,3,1,2,1
7,2,8,0,1,0,0,0,0,16,0,5,6,2,1,0,1,0,1,0,0,0,0,0,2,1,0,1,1,0,3,3
2,0,4,8,0,2,2,0,1,1,0,3,6,0,1,0,0,0,0,4,1,1,1,0,0,1,0,1,1,2,2,17
0,0,3,0,1,0,2,5,21,2,1,0,0,1,0,0,1,85,0,1,2,0,0,2,1,1,3,8,1,1,1,0
0,5,4,1,0,4,6,20,0,13,16,4,1,1,1,0,0,1,0,1,1,1,2,0,0,0,0,1,2,2,0,0
