1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,p
1,1,0,0,1,0,1,1,3,4,1,9,0,0,2,0,3,2,1,0,7,23
0,7,3,11,5,8,0,6,0,5,0,0,3,0,1,1,1,0,0,0,5,0
2,0,5,2,3,0,7,1,6,0,36,3,0,3,1,0,5,1,1,0,0,0
0,7,1,5,16,3,4,6,9,4,0,4,2,12,0,1,16,0,1,1,2,5
1,0,0,0,0,77,2,5,5,5,0,1,1,0,3,5,0,3,0,0,6,8
12,0,2,35,0,2,2,0,2,2,1,5,0,2,0,1,6,0,1,1,1,1
0,0,7,8,0,0,2,2,0,4,2,3,0,0,2,7,0,38,2,0,1,1
0,1,4,1,5,2,7,9,0,3,2,2,3,1,0,0,0,1,51,2,0,18
1,3,19,3,0,0,0,0,7,0,0,6,4,0,3,4,0,1,3,1,1,6
2,0,0,1,162,1,2,0,1,3,55,1,15,0,1,0,0,2,2,25,2,2
1,1,3,0,8,5,4,0,0,25,1,149,0,1,0,1,8,0,0,0,2,1
0,1,8,6,1,0,0,0,0,2,0,0,1,17,0,1,1,0,2,3,1,4
33,3,1,10,0,0,0,2,20,0,0,7,0,2,4,0,0,0,2,2,0,4
21,0,0,0,0,0,1,1,0,2,1,13,1,1,0,6,0,13,2,5,1,3
1,0,0,0,0,0,3,0,1,0,3,1,0,5,6,0,0,2,0,4,4,3
9,1,147,1,4,5,4,2,0,60,2,0,0,0,4,2,3,1,1,0,0,0
4,2,1,2,7,0,15,2,0,2,2,0,1,3,3,0,3,4,2,8,0,3
0,2,11,2,6,0,0,1,0,3,0,50,16,0,1,0,1,1,0,1,1,3
4,8,5,1,1,1,2,2,0,0,0,2,0,1,1,2,1,1,8,3,3,0
0,8,0,0,1,5,2,0,1,0,0,5,2,4,3,1,0,4,1,1,7,3
2,1,4,1,0,0,0,1,4,0,4,34,3,21,7,0,0,9,2,0,0,0
0,0,0,1,7,0,2,0,0,5,8,27,2,3,3,5,0,2,0,0,5,7
0,1,2,1,23,2,1,0,0,15,0,1,1,3,1,1,1,4,1,0,0,0
0,1,0,4,1,0,0,9,0,0,3,1,4,26,0,1,12,0,0,1,30,0
0,2,0,56,7,1,1,2,2,1,1,2,1,1,0,4,0,10,1,1,0,1
0,2,2,0,1,5,0,0,1,6,17,13,32,2,75,2,1,14,2,1,0,1
0,0,0,0,2,1,0,1,0,1,0,2,0,0,1,0,4,25,8,1,0,4
1,19,0,0,0,24,2,0,0,2,15,1,1,16,3,1,12,3,0,1,1,6
2,15,1,2,0,1,4,2,1,4,1,11,1,1,1,0,0,1,1,0,2,0
3,11,2,1,1,3,1,0,2,1,4,0,0,3,1,1,2,0,2,1,1,0
1,4,0,0,11,14,0,1,1,3,1,21,0,155,0,3,1,0,7,1,0,0
0,5,0,0,0,1,0,1,2,2,0,2,3,57,0,0,1,0,6,0,1,5
145,0,0,0,5,1,0,3,2,3,8,0,0,0,1,0,3,22,0,0,0,1
0,0,8,1,5,0,1,0,0,4,26,4,0,3,1,0,6,2,1,1,2,2
1,5,0,1,1,27,46,5,0,5,0,2,1,1,3,3,3,0,1,10,1,0
0,14,14,5,4,1,2,104,0,2,0,3,0,4,1,0,2,0,1,125,1,0
0,1,0,0,6,7,0,0,1,0,0,0,1,2,17,1,0,2,0,3,5,0
0,3,0,0,0,1,0,0,6,0,0,1,0,0,0,23,0,4,2,0,0,0
