1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,p
7,7,3,54,2,1,1,2,0,5,21,6,5,5,1,1,37,0,1,2,0,6,0,5,3,1,0,0,0,0,3,6
5,1,2,0,8,1,6,3,2,0,0,19,0,0,3,5,4,3,0,0,4,5,1,0,1,1,0,0,1,0,9,8
4,0,1,20,9,0,0,2,15,0,0,0,1,1,2,8,0,5,1,2,7,1,4,3,9,2,0,0,5,1,1,1
0,1,15,0,5,13,2,0,14,0,1,2,0,0,5,0,16,11,1,2,8,16,0,2,0,1,0,0,0,1,0,10
0,9,8,0,2,0,0,1,21,0,0,0,0,7,7,9,1,10,3,1,1,0,2,1,1,3,1,1,1,0,1,1
0,2,6,15,4,1,4,0,0,0,2,2,0,6,2,72,0,2,68,4,2,1,1,1,1,1,1,1662,30,1,2,2
0,4,0,0,0,26,1,7,3,0,70,7,0,4,17,2,15,0,1,3,2,10,0,7,3,2,2,2,1,1,0,1
1,2,0,0,1,0,0,4,4,0,6,9,2,11,0,4,2,31,3,0,6,1,10,13,22,1,1,3,0,2,0,6
0,7,0,2,4,0,0,0,2,2,31,9,0,0,2,2,0,0,0,3,12,1,0,1,0,1,0,4,0,0,2,1
2,0,0,3,10,16,13,1,3,1,0,3,3,0,2,18,15,0,0,1,0,4,1,8,0,1,1,0,1,1,0,0
1,4,3,1,48,1,0,0,0,33,0,0,5,1,5,1,91,0,0,206,0,1,0,0,0,2,18,2,32,1,0,0
4,6,2,0,7,2,5,1,0,2,2,4,4,2,3,4,2,111,2,2,0,0,0,0,6,2,2,4,2,4,3,3
1,0,0,0,0,2,0,2,1,0,1,0,15,0,0,1,0,1,0,0,1,0,3,2,6,1,0,2,2,0,0,0
0,4,3,1,1,1,34,2,0,2,11,0,0,1,0,0,1,1,1,0,1,13,2,9,2,0,0,2,3,0,0,16
0,142,15,1,3,19,4,1,1,1,0,0,2,0,3,0,0,1,0,1,0,0,14,0,0,3,0,1,1,1,1,2
0,0,0,24,3,0,0,1,32,3,14,0,1,2,0,0,0,2,0,2,0,0,3,2,0,0,2,6,1,0,1,0
1,0,0,1,0,1,2,1,0,6,0,70,0,1,0,13,0,1,0,1,2,0,0,0,0,1,6,0,0,1,0,8
3,3,1,0,0,0,166,0,0,4,2,3,13,2,0,2,0,17,0,0,1,1,0,1,0,7,0,0,1,1,1,0
0,0,43,4,0,15,5,2,7,0,1,8,0,0,3,0,22,3,0,1,13,0,0,0,0,1,2,0,0,0,2,2
1,0,2,2,3,2,0,7,2,0,11,6,0,1,0,32,4,5,0,0,7,0,0,0,1,1,4,1,1,1,3,14
7,2,6,0,1453,0,1,1,1,0,0,0,38,15,1,3,1,0,2,2,5,1,7,0,1,0,0,4,1,0,1,0
1,0,0,0,4,0,2,2,0,0,3,4,2,2,3,0,0,0,2,0,1,0,0,0,0,1,0,3,0,1,4,11
10,0,0,0,2,5,100,0,9,3,0,9,2,1,6,8,2,0,1,0,0,1,2,10,0,6,674,1,0,1,1,3
0,1,0,3,1,0,7,5,1,3,4,10,3,0,1,0,4,0,0,0,0,0,2,2,0,1,0,4,2,0,1,19
5,0,3,1,2,0,1,0,1,0,1,0,0,18,2,22,7,3,0,2,2,3,0,7,1,0,48,5,0,3,1,0
2,1,1,0,1,0,0,2,0,0,2,13,3,28,2,0,1,1,12,0,0,0,9,3,0,1,0,1,52,1,4,5
25,13,1,5,4,6,0,9,3,74,0,1,1,2,1,1,5,0,1,0,10,0,2,0,0,2,1,2,0,0,1,0
0,0,21,1,1,0,0,2,1,7,3,8,0,1,1,0,0,2,0,3,0,25,3,2,0,0,0,1,11,0,1,43
0,0,3,11,1,3,1,0,0,0,3,0,1,0,0,8,0,0,0,0,1,0,0,2,1,0,0,1,9,0,1,1
0,2,0,3,7,1,0,0,48,0,0,0,0,19,11,2,1,4,6,0,3,0,3,1,1,1,4,0,1,0,0,0
1,10,0,10,1,0,3,4,8,8,1,0,2,0,5,1,0,1,1,2,3,1,1,0,1,9,1,0,0,0,18,1
0,0,0,0,0,0,1,0,1,18,0,2,0,0,1,5,37,3,2,9,0,1,0,0,1,0,1,1,1,0,12,3
0,1,1,3,0,6,0,0,1,5,10,4,0,1,2,2,1,10,1,2,0,4,10,0,1,1,2,17,0,0,1,1
