1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
1,0,0,0,0,2,2,0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0
0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,2,0,2,1,0,0,1,1,0
22,0,0,1,1,0,0,0,2,1,0,4,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0
0,3,1,0,2,0,0,3,1,0,0,0,1,0,1,0,1,0,11,0,0,1,0,0,0,1,1
0,2,0,4,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0
2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,8,1,0,0,0,0,0,0,0,3
0,1,0,0,0,0,2,0,0,0,1,2,2,2,0,1,0,0,1,0,0,0,0,1,0,1,0
1,0,1,0,0,0,1,1,0,3,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,1,3
2,0,0,0,1,1,0,1,3,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,1,0,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,32
2,0,0,0,0,1,2,0,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,4,1,9
1,2,0,0,0,2,0,0,0,1,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,1,4,1,1,0,0,0,0,0,0,0,0,0,1,1,7,1,3,0,0,0,2,0,0,0,0
1,0,10,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,2,0,1
0,0,1,1,239,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,107,0,3
2,0,0,0,2,0,0,0,0,0,1,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,5
2,0,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,1,1,0,3,3
2,0,0,1,0,1,0,1,5,61,0,1,0,1,0,1,2,0,1,1,0,0,0,1,0,2,1
0,0,0,1,1,0,0,0,0,1,3,6,1,13,14,0,0,0,0,2,0,1,0,1,0,1,0
2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4
0,0,1,1,0,1,2,0,1,1,2,0,2,1,1,1,0,0,2,0,2,1,1,1,1,0,2
2,5,2,0,0,0,0,2,1,0,1,2,2,0,5,0,5,0,0,0,2,1,0,0,6,0,2
0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,1,0,1
2,1,0,2,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,2,4,0,0,2,2,4
0,0,0,2,0,1,2,0,1,9,0,0,0,2,0,2,0,0,0,0,1,0,0,2,0,0,1
1,4,0,2,0,1,0,0,2,1,0,2,1,1,0,1,1,0,0,0,0,0,1,0,9,0,0
