1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
1,0,0,1,0,0,4,0,2,0,1,0,1,1,0,0,9,2,0,1,174,0,0,0,1,1,1
1,1,0,1,3,1,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,1,1,0,1,0,0
1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5
1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,1,0
0,0,9,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2,5,0,1,1,0,20,1,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,1
0,0,0,1,0,1,1,0,6,1,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,2
0,0,0,0,1,4,0,1,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,2
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
0,1,0,0,5,0,0,0,0,1,0,2,0,0,1,3,1,0,12,1,0,0,0,0,0,1,9
0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0
0,0,0,0,0,16,1,1,0,1,0,0,0,1,0,1,0,1,0,34,0,0,1,1,0,0,0
0,2,0,1,0,2,1,9,0,0,0,1,1,0,0,0,1,4,1,1,0,0,1,0,1,0,0
0,0,1,1,0,1,0,0,0,1,1,2,1,0,132,0,0,5,0,0,0,0,1,0,0,0,13
1,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,11,0,0,1,1,0,0,0,2
0,2,1,0,115,1,7,1,1,1,21,0,0,1,1,0,0,0,1,0,6,0,1,0,0,0,5
0,0,1,1,0,0,0,2,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1
2,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,5
2,1,0,0,0,0,0,1,1,3,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
0,0,0,0,0,1,0,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
2,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,3
1,0,2,0,1,0,0,1,0,1,2,0,1,1,0,1,0,0,1,0,0,1,2,0,0,0,12
1,1,0,5,0,1,2,0,0,13,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,65,0,0,4,0,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0
1,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,1,0,0,1,1,17
0,0,1,10,1,0,0,0,0,0,2,2,0,1,2,0,0,0,1,0,0,0,0,1,0,0,5
0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,7,3,0,0
0,2,2,1,0,1,0,1,0,1,1,0,0,0,0,3,0,0,0,3,0,0,0,1,1,0,2
1,1,0,1,0,0,0,0,2,0,1,0,0,1,0,1,4,0,0,0,0,1,0,1,0,1,27
0,0,0,0,0,0,0,2,0,1,0,1,11,1,1,0,0,0,0,2,0,1,0,0,1,0,12
1,2,0,1,0,0,1,0,1,5,2,1,1,0,0,1,0,0,2,0,0,1,0,0,0,0,13
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,3,1,0,0,0,1
7,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,1
0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0
2,0,1,0,0,0,0,0,3,2,1,0,1,0,1,3,0,1,0,0,0,0,0,0,1,0,0
5,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,12,1,1,1,0,1,0,1
