1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
1,0,1,0,0,1,1,0,0,0,5,0,2,2,0,2,1,0,0,0,1,3,3,1,0,0,3
0,0,3,0,2,1,2,6,1,1,1,1,1,1,1,1,1,2,0,1,0,2,0,0,2,0,9
2,1,0,1,2,1,1,1,1,2,0,1,1,1,1,0,0,0,0,0,1,0,2,1,2,2,10
2,5,2,1,0,0,0,5,1,0,1,1,1,0,1,11,0,0,1,1,0,3,0,0,0,1,2
1,1,0,1,0,0,1,2,1,3,0,10,2,0,0,0,0,1,2,1,0,1,0,2,1,1,10
1,0,2,1,2,1,1,0,0,1,1,0,0,1,2,2,0,0,3,0,0,0,3,2,1,1,0
1,1,1,6,1,0,2,0,0,1,3,0,2,1,1,1,1,0,2,0,0,0,0,1,1,2,53
2,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,2,1,0,1,3,1,0,0,1,1
0,1,0,0,0,0,0,1,10,2,3,1,1,3,0,1,0,0,0,1,0,2,2,3,0,2,1
1,0,7,0,2,2,0,0,2,0,0,1,1,0,1,1,0,0,1,0,0,1,0,2,2,0,0
1,0,2,1,1,1,0,1,1,0,0,1,1,0,2,1,2,1,0,0,1,1,0,0,0,0,9
1,0,1,19,1,1,4,1,2,2,1,0,0,2,0,1,2,1,1,0,0,1,0,2,0,0,0
1,2,1,1,2,1,0,1,0,1,2,0,1,3,2,0,1,0,1,2,1,0,0,1,0,0,3
0,2,1,5,1,0,1,1,1,0,0,0,0,1,0,1,3,1,0,1,0,0,1,1,0,1,2
0,5,0,2,0,2,0,1,4,1,0,2,0,0,1,3,0,1,1,0,1,0,0,0,0,2,34
0,1,2,0,1,1,0,0,0,0,3,0,0,0,1,3,0,2,2,0,1,1,0,1,0,2,0
2,1,0,1,0,0,0,2,1,0,0,1,1,1,1,2,2,3,0,0,0,0,1,0,1,0,6
18,1,0,2,1,0,1,5,2,1,0,0,1,1,2,0,1,1,0,0,1,0,0,0,4,2,12
1,0,1,3,1,2,13,1,0,0,1,1,0,0,3,0,0,1,1,3,1,0,0,0,1,0,10
1,2,2,0,2,3,1,1,0,1,3,1,4,1,0,2,1,0,2,0,0,0,1,4,2,1,0
2,0,0,0,1,0,2,2,3,0,1,3,2,3,0,1,0,1,0,14,0,0,2,1,1,0,3
1,0,0,0,1,1,1,3,2,11,1,3,1,1,0,1,0,1,1,0,1,3,2,0,0,2,0
3,0,0,3,1,0,4,1,2,1,1,0,1,0,2,1,1,2,0,1,1,0,1,1,2,3,0
0,2,0,0,0,2,2,0,0,0,1,1,0,2,1,0,1,1,1,0,1,0,2,0,1,1,63
0,3,0,0,2,0,0,0,0,1,2,1,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0
0,0,1,0,12,1,3,0,1,0,1,1,1,0,0,0,0,1,0,0,0,2,2,1,0,0,0
1,0,2,1,3,0,5,2,0,1,0,1,2,0,0,1,0,1,3,1,0,1,1,1,1,1,0
2,0,1,0,1,0,0,1,2,14,2,2,1,1,0,2,1,1,17,1,0,6,0,0,2,1,0
1,1,0,0,2,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
