1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
0,2,0,1,0,0,0,0,1,1,0,1,1,1,0,0,9,4,0,0,0,0,0,0,2,0,4
1,1,1,4,2,0,0,0,0,1,0,0,2,0,0,0,0,6,0,1,0,0,0,1,0,0,1
2,0,2,1,3,0,0,0,2,0,0,1,1,0,0,1,0,0,1,4,1,0,0,0,0,0,11
0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,12,0,0,2,1,2,1,0,1,0,0,0,0,1,1,0,0
1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
1,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0
1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,1,1,1,0,1,1,0,8
3,2,0,0,4,0,0,0,1,7,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,2,13
0,0,1,2,0,0,1,1,0,0,3,1,0,0,1,1,0,0,0,0,1,2,0,0,0,1,4
1,0,0,1,0,2,1,0,1,0,0,1,0,1,2,1,1,1,0,1,0,0,1,3,0,0,1
1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,4,1,1,0,2,0,3,1,4,1,0,3
2,1,0,0,0,1,1,0,0,1,0,0,1,22,0,0,0,0,1,0,0,1,0,0,1,0,1
0,2,4,0,0,0,1,3,1,0,1,1,14,0,2,1,0,0,0,0,0,0,0,3,0,1,0
0,27,1,0,0,0,0,0,0,0,3,6,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0
0,0,0,4,0,1,0,1,0,1,0,1,1,0,0,0,1,2,1,0,3,0,1,0,1,1,3
2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0
0,0,1,0,0,2,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0
7,0,0,1,0,1,0,0,0,1,1,0,0,0,2,1,1,0,0,2,0,3,0,1,0,1,6
1,0,1,0,3,0,0,3,1,0,38,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,3
0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,2,0,3,85
0,0,0,1,1,0,0,4,2,3,0,2,1,0,3,1,0,0,50,0,0,1,1,1,0,1,0
2,0,0,3,9,1,0,0,0,0,0,1,1,0,1,1,2,0,1,0,0,3,2,0,0,0,0
2,0,2,0,2,1,0,0,1,1,1,0,1,2,0,0,0,1,0,0,2,0,0,0,9,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,11,0,0,0,0,0,0,0
2,3,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1
0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,1,2,0,0
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,1
2,2,1,3,2,1,1,1,2,1,1,0,0,1,1,1,6,1,2,0,0,3,6,0,0,0,1
12,6,0,1,1,1,1,1,1,4,1,0,0,0,2,0,1,2,0,1,1,1,0,0,0,0,1
1,0,0,0,0,2,1,1,2,0,0,2,0,0,0,1,0,1,1,1,2,0,1,0,0,2,0
0,0,2,0,4,0,0,1,1,0,0,0,0,0,8,1,0,0,0,0,0,0,1,1,0,0,7
0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,15,0,1
0,0,0,2,4,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,1,1
0,0,1,1,0,0,1,0,0,17,0,0,0,0,1,1,0,0,1,1,0,4,0,0,1,0,7
2,0,0,0,2,0,0,0,4,0,2,0,0,1,5,0,1,0,1,0,0,0,2,0,1,0,0
0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,1,3
0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,1,1,0,2,0,1,0,1,0,0,0,2
0,2,2,0,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,1,1,0,0,0,9,0,1,0,0,3,3,0,0,0,0,1,0,1,1,0,0,0,2,0,2
0,0,8,3,2,0,0,1,0,1,0,0,7,2,1,0,1,1,0,0,0,6,0,0,0,1,0
0,0,2,0,1,0,0,0,0,3,0,0,2,1,0,2,0,0,0,0,0,0,0,25,1,1,0
2,1,0,1,0,2,0,0,0,0,0,0,0,1,2,1,1,1,2,0,0,0,0,0,1,0,12
1,0,2,1,1,0,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,3
0,8,3,0,3,0,6,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,3,1,1
2,0,0,0,0,1,1,0,0,1,2,1,0,1,0,4,0,2,0,1,1,4,1,0,0,0,2
24,0,0,0,4,1,0,1,0,1,0,1,0,1,0,0,3,1,2,0,0,0,0,1,0,1,0
0,2,1,1,1,1,2,0,1,3,5,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
1,0,1,4,1,1,2,1,0,1,0,2,1,0,0,3,2,49,1,1,0,0,1,0,0,1,0
1,0,2,0,1,0,6,0,1,0,0,0,1,0,0,1,1,3,0,1,0,0,0,0,0,0,1
2,248,0,2,1,0,1,0,1,0,0,0,1,80,1,1,0,0,1,1,1,1,0,2,1,2,7
1,2,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
1,0,0,1,0,0,1,0,2,2,1,0,0,0,0,0,4,0,1,1,1,0,0,0,5,1,1
1,0,6,0,2,0,0,0,2,0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,1,6,0,1,1,1,0,1,0,1,1,0,0,109,0,0,4,0,0,0,1,1,2
0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,228,7,0,1,0,1,0
