1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
1,1,2,0,1,1,1,0,0,0,2,0,2,2,0,1,0,0,0,0,1,1,0,1,1,0,5
1,0,5,0,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,1,0,0,0,1
0,8,1,3,2,1,1,11,1,1,4,0,1,3,0,1,2,0,0,0,0,0,0,1,1,0,1
0,0,4,37,0,2,0,0,0,1,3,2,0,0,2,1,1,1,1,3,0,1,0,0,0,1,9
1,2,1,0,0,1,1,2,1,0,0,3,2,1,0,0,0,2,0,2,1,1,0,1,2,1,161
1,3,9,1,2,2,0,2,0,0,0,0,1,1,36,0,1,0,3,0,0,0,3,0,3,2,0
0,1,0,1,1,0,1,1,1,0,3,1,1,2,0,0,0,1,0,2,1,1,1,0,0,1,12
0,0,3,0,1,0,1,0,9,0,1,0,2,0,0,1,1,3,0,0,1,0,3,1,1,1,1
1,1,1,2,0,0,1,1,0,0,101,0,0,0,1,1,0,0,1,0,2,2,1,1,0,0,2
1,0,1,1,2,2,0,22,0,0,0,0,4,2,2,0,6,1,1,1,0,0,0,0,0,0,1
1,2,1,1,1,0,1,0,0,4,1,2,0,0,2,0,0,1,3,0,1,2,3,1,1,0,10
0,2,1,0,1,3,0,1,0,1,0,1,2,6,0,0,1,1,0,0,1,2,2,0,0,0,0
1,0,0,0,0,1,1,1,1,0,1,1,0,1,3,0,0,2,0,0,2,0,21,0,1,1,1
2,3,1,0,0,1,2,0,1,0,2,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0
0,1,1,0,0,0,6,0,2,0,0,3,2,2,2,0,1,1,1,0,1,0,1,1,0,2,10
2,2,0,1,0,2,0,0,0,0,2,0,3,0,1,0,1,0,1,1,0,0,0,0,0,1,0
0,1,1,0,0,1,0,0,1,2,0,0,0,1,5,0,0,1,1,4,1,0,1,1,1,0,14
0,0,1,0,0,0,2,0,1,1,0,0,0,1,1,1,0,2,0,1,1,0,0,4,0,1,0
1,0,0,1,0,2,1,0,2,1,1,0,1,0,0,2,0,0,0,0,5,0,0,0,1,2,7
0,1,0,0,0,2,1,0,0,0,0,0,1,0,2,0,1,1,1,1,1,0,2,0,0,1,11
0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0,1,1,1,0,1,1,0,1
1,0,0,1,0,1,1,0,1,0,1,0,1,2,2,0,1,0,1,1,0,0,1,0,5,0,0
1,1,1,0,1,0,1,2,0,0,0,1,2,0,1,0,0,2,2,0,1,0,0,0,0,0,7
1,0,0,0,11,1,2,2,11,0,0,1,0,0,0,1,0,1,1,0,2,0,2,3,0,0,1
0,0,0,0,0,2,3,0,0,2,0,0,0,0,1,1,0,0,0,0,0,4,0,2,1,0,0
0,0,2,1,2,1,0,2,0,0,0,1,1,3,0,0,1,1,0,1,1,0,0,1,1,1,0
0,0,1,1,1,0,0,0,2,1,2,0,2,9,0,0,0,1,0,0,0,0,0,0,1,1,0
0,0,0,1,0,15,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,3,2,0,0,0,0
23,0,2,0,1,3,0,0,0,8,1,0,0,0,0,1,2,0,1,0,2,2,0,1,2,0,14
0,34,0,0,1,4,2,2,0,1,1,0,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0
0,4,4,1,1,0,12,1,1,2,0,1,0,0,0,0,0,1,2,2,2,0,5,0,0,1,1
0,0,0,0,0,0,1,5,29,3,0,2,4,0,1,2,0,1,0,2,3,0,1,0,0,1,5
1,0,0,0,1,1,2,0,2,0,2,1,0,1,1,0,1,1,0,2,0,1,2,5,2,0,46
1,1,3,0,2,0,0,0,0,0,0,0,2,23,0,0,0,1,0,0,1,0,0,4,0,0,0
2,5,1,1,2,0,0,0,1,0,0,0,0,2,1,2,0,1,1,2,0,0,1,1,1,1,4
0,0,0,0,1,0,1,0,2,1,0,1,1,3,0,1,2,3,0,0,0,0,1,0,0,1,691
0,1,1,3,0,1,0,0,0,1,6,0,4,1,0,0,1,1,0,1,1,1,1,0,1,0,15
1,1,0,36,2,0,0,2,0,1,8,0,0,0,1,1,0,2,0,0,2,1,1,0,1,1,18
0,0,0,1,0,3,4,1,24,0,1,4,1,1,9,1,0,2,0,0,0,1,0,1,0,1,1
1,1,1,1,2,0,1,1,1,2,2,0,3,15,0,1,1,1,1,1,0,1,0,0,0,1,1
0,2,0,2,1,2,2,1,1,0,5,1,8,0,5,0,0,0,1,0,0,1,1,1,0,2,0
0,0,1,2,1,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,1,3,1,1,0,0,0,0,1,1,3,2,0,1,0,0,0,2,0,2,0,1,3
0,1,0,1,1,2,2,3,0,1,1,0,3,1,1,0,1,10,0,0,3,0,2,1,2,2,0
0,6,2,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0,2,2,0,0,1
0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,20
