1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
1,2,0,0,0,0,0,1,2,0,0,1,0,1,0,0,2,1,0,2,2,1,3,0,1,1,2
1,1,0,1,1,1,0,0,1,0,1,1,1,3,1,1,0,0,509,0,7,2,1,1,0,0,0
0,0,1,3,1,0,0,0,2,0,0,0,1,0,3,0,1,1,1,1,0,5,0,0,1,1,0
3,0,1,0,0,1,0,1,1,0,1,1,0,4,2,0,1,0,2,0,2,0,1,0,1,4,3
2,0,0,2,1,7,0,5,0,2,0,0,1,1,0,0,0,1,0,1,1,1,0,1,4,4,14
1,7,1,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,0,0,1,0,2,1,1,91
0,4,0,0,0,0,0,2,0,0,2,0,1,0,1,0,1,3,0,0,0,1,1,1,0,4,0
0,0,0,1,1,0,0,1,1,1,1,0,0,0,3,2,1,0,0,2,0,0,0,0,0,0,1
0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,5,2,0,1,2,0,1,1,1,3,19
1,20,0,1,0,0,0,2,1,3,1,0,0,0,0,0,1,2,0,18,2,0,1,1,0,0,0
0,1,0,0,1,2,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,1,2
0,0,0,1,1,0,6,2,0,1,1,1,1,2,0,2,0,0,1,45,0,0,0,0,1,0,0
4,0,2,2,1,0,0,0,0,2,2,3,0,1,0,0,0,0,0,2,1,0,1,2,1,1,0
1,0,1,0,1,3,0,0,0,2,1,1,0,1,0,1,1,0,1,0,1,0,2,0,0,0,0
0,1,1,1,0,0,1,7,0,1,2,0,0,0,2,0,0,2,1,0,1,1,0,0,0,1,1
0,1,2,3,1,1,1,0,0,1,2,3,1,0,1,0,2,0,0,2,1,0,1,0,0,0,1
1,0,2,1,0,1,6,0,0,0,0,1,2,1,0,0,0,1,0,1,0,0,2,1,3,13,2
1,0,2,0,2,1,0,0,4,1,0,1,3,2,0,0,1,0,0,3,0,0,2,1,0,0,0
0,2,2,0,1,1,1,2,2,1,1,0,0,0,1,2,0,1,0,0,0,1,0,1,0,3,0
2,2,1,2,0,1,0,0,0,2,1,0,1,0,0,0,0,2,0,1,0,1,0,0,1,0,2
40,0,0,0,1,6,1,3,0,3,1,1,2,2,1,1,1,0,9,1,0,2,1,0,2,1,25
1,13,0,2,0,0,1,1,1,0,1,0,1,0,2,1,0,0,1,1,0,0,0,0,1,0,3
2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,1,2,3,0,1,0,1,0
0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,6,0,1,30,3,2,3,2,0,2,0
1,3,1,0,3,0,3,3,2,1,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,10,0
0,2,0,4,1,4,0,0,1,0,1,0,1,0,0,1,1,0,2,1,2,1,1,1,1,1,0
0,0,1,2,41,0,3,1,1,0,2,1,1,0,1,0,1,1,1,0,0,1,1,0,1,2,0
1,2,0,0,0,2,0,1,0,0,2,0,1,4,0,0,1,0,0,0,0,0,1,1,1,2,0
0,0,0,0,0,0,0,0,2,2,1,1,1,2,3,0,0,2,0,0,1,1,0,1,1,1,3
1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,3,2,3,1,2,1,0,0,0,0,13
3,0,1,2,1,1,2,2,1,1,1,0,0,1,0,0,0,0,2,0,1,0,2,2,3,1,6
1,1,0,3,0,2,4,1,0,0,1,1,2,1,2,0,0,1,0,1,2,0,1,1,0,1,0
2,1,1,0,0,1,0,1,1,1,3,3,1,0,0,0,1,0,17,0,1,0,1,66,0,0,0
0,0,2,0,0,0,1,1,0,0,0,1,1,2,3,1,0,0,0,1,0,2,0,1,0,1,2
0,0,1,0,2,0,0,1,0,0,0,1,4,1,1,0,0,1,0,1,0,3,0,0,2,0,0
2,1,2,0,0,0,1,0,0,0,3,1,1,0,1,1,1,1,0,1,0,2,1,0,1,0,0
0,1,1,0,1,1,1,2,0,2,1,1,1,2,1,1,0,1,1,0,0,1,1,0,2,1,8
1,0,0,1,2,1,1,0,2,0,0,1,0,0,0,0,8,0,2,1,1,0,1,0,2,1,48
2,2,0,2,0,2,0,0,0,2,3,0,1,0,0,1,1,0,0,0,2,0,0,1,0,1,1
3,0,1,1,0,1,3,0,1,3,1,1,529,2,0,2,1,2,0,1,1,4,2,1,1,1,127
