1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
1,1,0,0,2,0,1,2,0,1,0,2,0,0,0,1,1,0,1,1,0,0,2,1,1,1,2
0,103,1,1,0,2,1,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,2,3
1,0,2,2,1,0,1,2,0,0,2,0,1,3,1,2,1,0,2,2,0,0,0,1,0,0,4
3,1,0,0,0,0,6,0,2,2,1,3,1,0,1,0,1,0,6,1,1,0,2,2,8,3,3
1,1,1,3,2,1,8,3,1,1,3,0,2,1,1,0,2,4,1,1,1,1,0,0,1,1,0
1,0,2,0,1,23,0,3,7,0,2,0,1,0,2,2,0,2,1,1,0,1,2,1,1,3,0
0,2,1,0,1,0,4,0,0,2,1,3,1,12,3,0,0,0,1,1,1,2,1,1,1,2,0
1,2,0,5,0,0,1,0,1,2,2,1,2,1,0,4,0,0,3,0,1,1,0,1,1,2,0
0,1,2,1,0,2,1,0,2,0,1,0,2,1,0,0,0,2,2,1,1,0,2,0,0,0,3
3,0,0,1,1,1,1,0,1,3,0,2,1,1,1,0,2,0,1,1,2,8,0,2,0,0,87
0,0,0,4,3,1,0,0,0,0,1,1,0,1,1,2,1,1,0,1,2,0,1,1,0,0,8
1,2,0,1,2,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,14,1,2,0,0,0
0,1,1,1,0,0,1,1,0,2,2,1,1,1,1,1,1,1,1,2,0,0,1,1,2,0,0
0,0,5,1,0,1,0,0,3,0,0,2,1,0,0,2,1,1,2,2,3,0,2,0,3,3,0
3,0,3,3,2,1,0,2,1,0,2,1,1,0,3,3,0,1,6,0,0,1,0,0,2,0,2
1,1,0,2,1,2,0,1,1,0,7,0,1,0,0,2,1,5,1,1,2,1,1,0,0,0,0
4,1,0,1,1,0,3,1,1,1,1,2,11,0,1,1,2,0,0,2,0,0,1,2,1,0,0
3,1,0,0,0,2,0,1,0,1,1,4,2,0,2,1,0,0,2,0,1,0,1,3,1,1,0
0,1,1,1,1,1,0,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,2,2,0,2,0
0,1,1,0,1,3,0,6,0,0,1,0,1,0,3,1,0,0,5,1,0,3,1,0,0,3,2
3,1,0,0,0,0,0,1,1,2,2,0,0,1,1,1,0,1,0,1,1,1,2,0,3,1,2
0,0,1,0,2,0,0,2,1,3,27,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,13
1,1,0,1,1,76,0,1,0,1,129,0,0,1,1,1,1,1,0,1,2,0,0,1,0,2,4
