1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,p
0,4,3,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,15,1,5
0,0,0,1,2,8,0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
0,1,3,1,0,0,0,0,0,0,0,4,1,0,1,0,1,0,1,0,0,1,1,3,1,0,3
1,3,3,1,0,0,1,0,0,2,1,1,0,1,0,1,3,1,0,1,0,0,2,0,0,0,3
1,0,3,2,3,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0
0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,4,0,0,0,0,0,0
1,2,0,4,1,3,1,3,0,0,0,1,1,1,0,1,0,4,3,2,4,1,18,0,2,0,0
0,0,1,0,0,0,9,1,1,0,2,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
0,1,0,0,0,3,64,1,1,1,0,1,0,1,0,0,1,0,0,4,0,1,1,0,1,0,0
0,0,2,0,0,0,0,2,0,0,3,1,1,0,0,0,0,0,1,0,2,1,0,0,1,0,2
0,2,1,0,0,1,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,3
1,0,1,0,2,0,0,0,0,0,1,3,0,0,1,0,0,0,2,0,0,2,2,0,0,2,3
0,1,0,0,1,1,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,17,1
0,1,0,1,1,0,0,0,5,3,0,1,0,2,1,1,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0
0,0,3,3,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,2
1,2,0,0,1,0,0,154,1,1,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
0,0,2,0,0,0,1,0,0,0,13,1,1,0,0,0,1,0,0,0,0,5,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,17,0,1,0,0,1,2,0,1,5
0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,6
0,0,0,0,0,1,1,23,1,0,0,1,0,12,1,2,0,0,2,0,0,0,0,1,0,0,0
1,3,0,0,0,1,1,1,12,1,2,2,0,1,0,1,0,0,0,1,1,0,0,2,0,0,4
0,0,1,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,3
