1,2,3
51882827,51564080,51017690
51914835,51554672,51148623
51887467,51485319,51092803
51919303,51443470,51084761
51863568,51537188,51091250
51972064,51533743,51062707
51955390,51480067,51106471
51906879,51478969,51114961
51899088,51478394,51185748
51896757,51531162,51058106
51765874,51433738,51101213
51845578,51524407,51109427
51863545,51499017,51010488
51872622,51504368,51224208
51881647,51518687,51059900
51892106,51408213,51123164
51996629,51447949,51148991
51797587,51565870,51067102
51867582,51523409,51071968
51872026,51497596,51134680
51938869,51460316,51051272
51913773,51415732,50997822
51884386,51494439,51067102
51890412,51527960,51075121
51881009,51557073,51190177
51938922,51505034,51102939
51904371,51481928,51080010
51903839,51453049,51104078
51916087,51512913,51088109
51948224,51467313,51157320
51911571,51546379,51157171
51881777,51540246,51078158
51956682,51462762,51006381
51981808,51390306,51075650
51862648,51403483,51130549
51797711,51476163,51115881
51888865,51571608,51111855
51873673,51525262,51130538
51882621,51398788,51067608
51787707,51438874,51097186
51989050,51536450,51039572
51948283,51468833,51085716
51923205,51515485,51029873
51920372,51563720,51140961
51898421,51542827,51059256
51893044,51498297,51055908
51919551,51529848,51076639
51925359,51466180,51049926
51875290,51542719,51080758
51864277,51524677,51107920
51933823,51493531,51140466
51861355,51473879,51123543
51892212,51478367,51089662
51874063,51455540,51129307
51898586,51588229,51154962
51910019,51515548,51095311
51921841,51470434,51090594
51883376,51505403,51041942
51903633,51517491,51044105
51865929,51508227,51051721
51944618,51465388,51102432
51846446,51451789,51036282
51868880,51507076,51166133
51919232,51532538,51084267
51921776,51506932,51079343
51902021,51447283,51174646
51928228,51488674,51105447
51865451,51446222,51111740
51862653,51504845,51063214
51891846,51549860,51131217
51918223,51479149,51068874
51875231,51492146,51078584
51859626,51549860,51062834
51931940,51539067,50989815
51947687,51494151,51088454
51911329,51448525,51145390
51936473,51497254,51110232
51930984,51501203,50967093
51866348,51515017,51138246
51930382,51403716,51047291
51849615,51454793,51115824
51781444,51564655,51078756
51916677,51482873,50978713
51812042,51546847,51138004
51838366,51490769,51095024
51818404,51500204,51054873
51819260,51512535,51125775
51962461,51501940,51156826
51874181,51506869,51107092
51931840,51482675,51083174
51855193,51522276,51105493
51997024,51480921,51008187
51908166,51436590,51117906
51878082,51514379,51092585
51843335,51482675,51115513
51865628,51468608,51170355
51873968,51519739,51084646
51866419,51449991,51055701
51855813,51484465,51047625
51882113,51509531,51090571
