1,2,3
15845724,15790972,15889027
15854783,15804741,15817305
15835208,15801271,15844395
15847894,15761383,15779534
15849014,15819687,15802145
15897597,15808575,15875849
15828119,15841539,15868047
15838835,15763668,15795560
15837401,15788229,15818132
15887772,15802300,15764710
15860941,15789942,15786165
15876513,15784178,15837328
15872931,15781193,15829832
15892747,15810401,15805422
15848826,15835966,15824993
15886452,15747216,15823262
15852567,15802811,15785292
15901561,15828661,15804541
15899682,15841089,15826945
15848728,15781963,15860352
15860284,15770003,15793454
15851253,15815732,15840528
15895209,15815792,15844548
15819150,15825182,15820758
15865145,15798648,15852205
15933218,15798657,15828032
15872629,15799912,15840100
15855143,15834910,15845436
15847637,15794719,15816011
15813038,15805278,15799740
15903121,15801677,15842680
15848706,15812521,15813278
15867470,15811967,15841179
15847620,15856433,15809488
15910215,15788505,15800361
15865934,15825771,15814985
15877318,15817792,15814656
15883093,15808168,15823737
15901784,15805598,15831049
15854566,15798345,15859402
15858668,15815974,15839992
15843747,15805182,15801900
15877918,15807026,15807696
15847729,15842785,15828231
15865568,15846680,15806310
15837075,15771984,15824908
15833323,15783270,15858062
15846501,15767043,15839464
15830986,15802387,15828691
15799323,15858181,15837320
15871789,15842162,15818569
15860187,15831760,15862863
15889999,15794018,15827221
15836253,15802595,15827144
15856806,15790418,15802872
15904617,15840224,15855191
15833311,15790911,15836080
15886898,15815152,15835444
15856657,15839116,15818293
15910855,15752789,15882924
15844336,15827476,15840000
15823383,15799427,15832849
15869064,15795074,15844824
15852824,15829328,15813783
15868904,15831240,15840628
15868333,15787649,15818025
15823006,15803841,15840934
15886983,15826532,15831011
15863712,15782499,15808515
15858679,15768523,15809970
15828718,15827701,15777712
15874988,15819644,15852044
15826719,15787683,15831555
15855286,15796364,15905144
15870047,15762361,15831363
15859530,15797437,15823645
15876764,15806472,15819541
15832112,15792019,15802734
15833168,15784395,15803063
15888366,15793499,15823400
15830706,15819401,15808990
15843325,15771578,15840521
15855246,15807856,15854916
15845341,15798138,15856845
15883670,15798856,15835582
15859450,15790531,15850360
15875536,15800440,15838561
15847209,15806368,15839288
15825057,15799029,15845559
15834739,15825866,15790989
15867642,15767389,15815131
15860262,15795905,15827420
15866094,15819687,15779082
15914882,15817021,15823224
15853738,15784464,15799886
15839035,15789423,15800169
15824291,15757549,15832427
15893632,15824983,15867143
15857103,15796459,15763608
15862284,15789821,15827313
