1,2,3
6605305,3277827,682248
6591305,3283226,682716
6592053,3275148,683910
6585348,3269767,683527
6598925,3276306,684089
6598915,3273973,685826
6598761,3279345,685580
6593592,3281340,685340
6596200,3276784,683134
6598314,3275720,686140
6592371,3276793,682326
6592334,3283479,681424
6592887,3268182,683396
6595695,3275881,685016
6597046,3277350,682948
6600000,3275631,684930
6592888,3277865,686110
6597628,3279135,684871
6598889,3274596,683016
6602347,3275484,682190
6599755,3278362,681998
6599795,3278825,684904
6589506,3280869,683517
6599605,3276375,683659
6601958,3277781,685112
6593911,3276061,686916
6591968,3272664,685144
6592283,3278455,684131
6596598,3281139,685288
6598181,3279794,685583
6594670,3277331,684466
6595503,3279781,683977
6592295,3272312,683152
6595187,3273876,683761
6601001,3276371,686584
6594522,3277525,684509
6589037,3281198,685126
6597587,3275618,684525
6592095,3278123,685147
6596500,3273615,684995
6587666,3270543,684179
6595175,3278783,683016
6597789,3278667,685932
6595872,3273102,683670
6598950,3277956,686525
6596112,3274197,686358
6599935,3278352,685366
6585638,3279596,687756
6596293,3268949,685517
6589918,3278563,686710
6597020,3274806,682886
6595964,3277017,685442
6586666,3273890,683891
6592239,3278781,685504
6594201,3272770,684098
6597094,3276034,684961
6593746,3277687,684140
6593109,3280195,684372
6602044,3275438,684192
6610376,3282424,683444
6587486,3275232,686863
6598824,3274292,687480
6602500,3274672,685084
6599134,3282136,685000
6593368,3278059,685316
6594812,3275851,686920
6602362,3275309,682048
6591817,3279197,684485
6598400,3278028,685081
6589956,3278468,685219
6598499,3278213,686438
6588433,3271838,684256
6601150,3277696,686750
6598255,3276194,680818
6592213,3278856,685351
6592788,3281603,682949
6605127,3275450,684554
6595411,3277300,686350
6599069,3277609,686413
6599816,3274866,684033
6599517,3280127,686255
6608334,3278638,686898
6599757,3275073,684228
6594283,3280265,684131
6588363,3277800,684176
6596882,3279939,684775
6593039,3280014,684693
6599604,3272673,686400
6593038,3275739,683523
6595311,3275986,683770
6594063,3277767,684957
6601780,3277152,684802
6598358,3272267,686136
6597554,3274298,682895
6592665,3276403,684708
6597431,3279697,683675
6598714,3275830,684488
6597825,3280688,684667
6596589,3284588,682830
6593759,3269563,683919
