1,2,3
201677,101516,161571
201978,101057,162223
201094,101215,161291
201542,101021,161613
200885,100980,161802
200781,100053,161903
201827,100387,160936
200149,100787,161429
201888,101012,161017
201252,100651,161451
200938,100940,161320
202481,101090,160914
200472,100796,161418
201878,100696,161448
202144,101316,161488
201414,101283,160373
201718,100635,161192
201111,100377,161431
200996,101423,160176
202261,101645,161472
200614,100904,160024
201010,100533,160214
201808,101434,160654
201573,100992,161207
201666,100468,160294
200965,100969,160617
201270,100710,160712
202164,100609,161370
201383,100663,161446
202507,101821,162231
200342,101409,160632
201521,101053,160802
201118,101436,161215
199564,101052,160304
202020,101521,160953
201691,100588,160777
201267,100565,161515
201301,101373,161310
201128,100498,161213
200783,101170,160967
201009,101929,160841
201087,101848,161709
200665,100569,159685
201887,101952,161141
201569,100700,160947
201577,100710,161014
201585,101171,160769
200769,100432,161613
200412,101194,161356
202223,101575,160673
201056,101010,160529
202399,101210,161285
200987,100025,160891
201463,100325,160804
202094,101430,160818
202118,101256,161266
199894,100728,161321
201071,100780,161685
201838,101228,159727
199986,101771,161391
201221,101198,161119
200839,101108,160440
200765,101673,160440
201215,100847,160197
202021,101072,161447
200422,101210,160650
201357,101828,161014
201422,101954,160235
199138,101507,161438
199990,100690,160101
201914,100783,161522
201824,101209,161143
199282,101064,160121
200285,101156,161317
201496,99959,161433
201890,101795,161053
202616,100962,160878
200363,102175,161426
201278,100842,160923
200713,101579,161875
201362,101698,161666
200736,101495,161944
201358,102343,161091
200898,100949,161161
201591,100787,161849
199507,101634,159851
202730,101228,162063
202218,101468,160224
200719,102041,161616
201128,101208,160322
202090,102049,162242
201903,101045,161444
201747,100163,160655
202217,101360,162004
200776,100834,160958
201409,101238,161051
201934,101701,161185
200661,101856,160896
200594,101152,161402
201230,100211,161921
