1,2,3
47296071,46824093,45803217
47287373,46818715,45803699
47284874,46822208,45812931
47307939,46822086,45814430
47305062,46828900,45809573
47286971,46825216,45813719
47289379,46833192,45818419
47301784,46831081,45816162
47304066,46817944,45808246
47289988,46839079,45806330
47295097,46833790,45815046
47294555,46822425,45812824
47297786,46828040,45812399
47300939,46820366,45817811
47306260,46829532,45809282
47298659,46821628,45810349
47295058,46827970,45810449
47296411,46832878,45815264
47294940,46823751,45808804
47294629,46820851,45807825
47289468,46820183,45818384
47292827,46826658,45804311
47305282,46819655,45817562
47299388,46825640,45815084
47292670,46822229,45807810
47296837,46825841,45809114
47297173,46831838,45817795
47294582,46818560,45811172
47297789,46819969,45809523
47288164,46827375,45808204
47308365,46830615,45813508
47296327,46818170,45814483
47301210,46815839,45806934
47285630,46831530,45804911
47301999,46817157,45812097
47291245,46827610,45806284
47299546,46826341,45805863
47287338,46825673,45804181
47294701,46824398,45807026
47294449,46828714,45809539
47307714,46818227,45810774
47305876,46827882,45818564
47295854,46822107,45814889
47290865,46824618,45814384
47302938,46831222,45809776
47294676,46821558,45815126
47283503,46831774,45814575
47295556,46827436,45814074
47288211,46815867,45816698
47296741,46827961,45808242
47306450,46821601,45810961
47299391,46824651,45809554
47295980,46820716,45817088
47292155,46825325,45813026
47282638,46824426,45814698
47296946,46825319,45812258
47297769,46834754,45816445
47287974,46814689,45820469
47297947,46823794,45815696
47298420,46835098,45812782
47295078,46826854,45814013
47292677,46824316,45813195
47300332,46831478,45815543
47289059,46827140,45816575
47303275,46827287,45807156
47300051,46823239,45814606
47295792,46837969,45819459
47301481,46824718,45804379
47299916,46831639,45814587
47295494,46829681,45811684
47306349,46823907,45814854
47301439,46819420,45812097
47306189,46839543,45816319
47297587,46829886,45810988
47294466,46830294,45816663
47286212,46821378,45815164
47286791,46831139,45805928
47291440,46816324,45812147
47297325,46830453,45813512
47295889,46829928,45812460
47280129,46825335,45810017
47299803,46827326,45816702
47297109,46832908,45821975
47303692,46834119,45805190
47296524,46829397,45808498
47300192,46821296,45814250
47306906,46827192,45811416
47297441,46837276,45813592
47300983,46827024,45804617
47297673,46824795,45818664
47293476,46820033,45816709
47301111,46828248,45816847
47288110,46819807,45820752
47290417,46829745,45814258
47292206,46824895,45806728
47288016,46828729,45813290
47296658,46828550,45806028
47290370,46824627,45816105
47301498,46827763,45810437
47295078,46820292,45813982
