1,2,3
1990493,1190916,1455625
1967216,1111143,1375878
2012903,1104057,1388670
1977690,1140056,1385378
2034004,1120895,1427346
2009462,1109733,1481761
1992839,1151398,1414909
2026451,1118774,1426078
2093799,1122508,1442029
2035709,1149189,1421777
2045589,1104711,1422075
1959070,1159869,1444809
2003402,1208106,1431330
2011276,1162267,1400472
2045971,1083392,1486267
2065094,1119759,1392946
2027955,1159410,1370787
2021406,1114057,1467612
1995927,1106387,1369398
2069720,1112284,1362987
2017175,1105974,1389978
2043592,1122688,1386308
2044897,1135590,1365914
1999029,1207546,1455744
1987805,1130718,1415917
1985011,1152685,1374903
1980339,1150254,1369873
2041260,1153087,1377201
2009509,1074585,1405994
1994409,1138466,1443623
2012697,1107447,1392715
1995274,1074744,1387699
1980323,1140745,1390332
1998010,1133850,1366688
2000885,1090922,1415350
2038270,1137602,1423815
2072835,1117781,1413757
2026622,1122168,1462112
2078393,1135862,1382791
2027243,1151022,1420092
2011055,1142478,1450140
2068710,1142837,1430131
2036699,1169746,1445457
1921243,1145752,1380971
1940357,1198603,1407891
2021847,1071050,1403260
2056876,1164658,1437871
1985639,1192211,1381101
1930855,1130111,1427117
2002948,1124434,1401516
2026139,1127389,1450533
2003777,1124145,1462572
2043822,1147164,1460012
2035580,1127803,1355186
2019462,1118499,1476953
1940606,1127919,1460783
2074219,1148056,1412735
2154423,1134422,1353289
2078208,1162843,1420146
1980006,1147458,1423339
1952036,1086843,1410727
1999711,1103308,1435645
2082687,1147532,1422014
2028882,1139240,1432876
1984880,1161757,1396574
2030241,1108165,1446575
1955732,1119036,1419982
2060595,1155870,1464292
1988601,1116173,1431980
2055184,1153094,1370977
2053214,1123083,1404972
1975140,1139168,1417571
1977514,1091743,1421050
1920793,1118738,1477247
2063864,1079315,1408566
2003234,1186576,1432681
2090919,1111001,1393329
2056858,1127494,1429084
1925586,1152543,1393634
2089695,1172744,1455189
1974458,1139056,1421885
2032831,1160030,1406129
2007780,1100183,1448104
2083173,1118689,1436227
2045182,1116899,1437147
2073678,1129348,1402383
2033479,1158992,1435933
1985182,1169452,1378330
1983842,1134743,1420264
2067568,1089544,1463830
2059922,1158906,1456427
2027130,1095860,1398943
1950261,1104925,1359355
2027084,1133816,1452658
1968186,1125946,1447065
2016688,1120556,1379084
1964045,1146483,1441026
2058169,1094929,1407922
2015062,1096452,1346516
2106829,1108459,1416125
