1,2,3
1588258,932099,1203329
1542784,937470,1252368
1538111,931994,1174060
1584871,939334,1225467
1552764,925655,1176086
1577470,968754,1133088
1639736,992102,1218561
1620045,955008,1184637
1559189,893772,1169222
1555186,939581,1247085
1505169,983522,1156544
1550374,959505,1268125
1587127,947043,1208084
1552246,941293,1215051
1582514,921884,1175911
1531422,960486,1169051
1592491,957158,1242794
1560219,903358,1193699
1600042,922440,1277616
1635481,902229,1211937
1538875,897697,1255068
1599650,905140,1285423
1616332,957317,1212167
1600670,897803,1230958
1581001,913860,1223229
1588402,945436,1245426
1596528,944069,1195850
1685894,904077,1206601
1597904,934005,1207339
1653844,972381,1195140
1620445,956292,1194974
1559660,949249,1208570
1594500,913922,1233801
1599405,919316,1222138
1574295,910040,1190709
1582188,952649,1227452
1590107,939150,1193055
1617701,958198,1192891
1672447,968974,1208276
1637935,943097,1275505
1563999,938178,1217204
1567920,989166,1220397
1575337,969347,1208259
1581218,956808,1251344
1573186,933858,1179346
1576655,936131,1154479
1553716,919612,1210501
1603070,904294,1198401
1559046,944602,1211693
1600608,918158,1253607
1556807,890422,1216590
1646772,922755,1203650
1608240,935518,1285345
1656800,912324,1253035
1594567,910070,1198731
1596651,954557,1203425
1650036,927804,1203249
1583091,988674,1158419
1578738,994135,1195619
1579465,897864,1246939
1648395,907397,1257450
1567649,906327,1178621
1569050,916159,1250097
1609667,1022233,1241581
1588310,951661,1230046
1646264,913343,1249654
1587442,995526,1171602
1587273,951301,1213560
1607395,991780,1266771
1597022,919126,1183972
1633586,947427,1209405
1546922,903678,1182061
1592033,889738,1214149
1606136,951898,1233817
1606911,971135,1234836
1615197,926832,1199419
1603301,911243,1200141
1576457,939101,1193065
1636555,945207,1156568
1622018,931923,1185714
1585264,902378,1268222
1529881,907901,1228921
1555606,944282,1226937
1634971,911788,1188245
1587915,950525,1157877
1597785,911168,1221903
1582946,949099,1196607
1557994,939331,1243575
1621767,930520,1208991
1526112,945478,1246645
1613304,920084,1185951
1567091,994837,1161206
1620620,861312,1174933
1655749,948197,1210907
1622254,920505,1232488
1554579,927926,1200509
1617377,943639,1181907
1561963,965350,1223787
1530523,868582,1205477
1606785,949262,1173954
