1,2,3
528678,511965,536859
486208,514715,485972
501691,484909,505192
494682,497135,497641
506016,532186,449719
476447,485405,491772
452475,526612,460476
477641,453597,506020
488966,514933,465720
491013,487230,518370
485507,441797,460914
477607,527652,508172
476492,514471,515921
456746,529469,454117
505284,456725,467014
461239,510770,433572
505827,479659,527005
473957,475241,481089
487407,483581,488837
491224,504890,558988
536342,494607,480411
477509,501834,516778
518278,477686,507216
498715,547295,481072
497457,465893,462475
478015,473696,563649
492095,559536,488988
450483,515984,461534
470281,476386,448245
461164,556224,538554
479550,484403,486484
455813,533309,492916
450936,569491,563821
461870,559742,531403
489462,506633,482123
496095,525985,471802
449344,461556,499664
521338,486828,443626
527823,529138,483083
491352,466897,463515
500907,459382,460245
463203,544921,517516
496781,528421,484948
504276,520568,471561
486977,516161,504536
490678,522152,504130
448432,459315,465625
463003,487828,505062
485323,538440,495121
560735,495870,510988
511875,497411,507301
466361,503906,479997
466948,479848,491622
472076,498292,506715
510742,517630,455768
473938,534194,452346
497021,504074,496537
454993,529788,459547
466887,510721,515526
456342,507152,501376
483051,480158,464031
473517,499441,502802
494776,516130,490249
475255,532672,493861
493184,510820,464085
470699,483723,496282
458116,519014,501869
492616,458568,498843
492397,510391,491722
474588,517672,483568
488981,479158,506437
516744,487362,461404
477156,523386,464760
491257,558841,518700
506069,523594,489929
507012,552621,478502
477373,512889,466081
439846,493578,450848
513581,550626,506877
502775,586681,496989
500976,477826,441677
521999,480088,509607
470997,553600,519169
475613,510004,510776
473055,481166,467447
484896,553143,542061
459508,530720,580485
532698,533538,505239
519882,497557,470334
519238,516494,491808
522166,522704,535565
502874,540374,488884
556450,472352,457901
468422,457908,464410
460773,536951,460419
502179,542981,483430
517281,486691,494240
475453,480351,454681
489812,476758,444558
465443,508490,493469
