1,2,3
1939116,1925806,1936449
1938693,1924049,1939060
1937738,1925460,1936652
1939640,1924356,1940665
1939571,1925551,1938923
1942568,1925411,1937648
1940749,1927308,1936935
1939772,1926627,1938697
1940592,1927213,1938403
1939503,1925104,1938197
1937936,1924374,1937201
1940675,1924576,1940742
1939423,1927873,1938777
1939711,1923801,1939406
1939344,1924133,1938111
1937376,1927280,1940642
1940881,1926005,1935560
1937557,1924024,1938282
1939780,1925422,1938483
1940795,1927468,1937925
1938037,1923120,1935946
1939898,1926375,1938068
1938833,1927992,1936289
1939014,1928059,1936712
1938457,1926082,1939864
1939160,1928865,1937862
1939569,1925086,1935846
1941871,1924688,1937058
1940642,1924269,1935654
1941402,1925324,1935002
1938762,1927346,1938414
1940738,1924884,1940013
1938249,1925617,1939927
1936874,1924021,1940216
1941715,1925844,1937304
1937118,1924622,1937659
1939884,1926403,1938912
1937228,1923190,1936747
1940795,1928181,1937928
1940233,1926581,1936569
1938817,1922833,1937791
1940738,1924821,1937493
1940732,1927234,1935952
1941254,1924618,1936804
1940782,1923399,1939092
1937796,1926319,1936981
1939363,1925488,1936149
1937521,1926462,1937379
1941880,1924412,1936918
1939626,1923238,1936029
1939991,1926054,1936584
1941484,1926927,1937902
1938095,1923923,1937874
1937966,1925774,1937304
1938995,1925261,1934553
1942173,1926186,1937871
1939925,1922515,1938849
1937620,1924482,1935955
1939511,1926260,1936712
1937886,1926752,1940161
1940043,1927123,1939366
1938696,1924485,1938108
1940093,1927996,1939604
1936020,1924594,1937965
1936522,1924035,1937825
1938067,1925872,1940665
1939681,1925320,1937670
1940590,1926930,1939218
1937395,1926986,1938331
1939242,1923563,1939252
1939017,1926040,1937445
1939363,1926333,1939200
1938262,1927371,1938528
1940977,1928369,1936415
1940779,1928537,1936704
1939105,1927629,1940333
1937840,1925638,1936549
1938748,1924999,1939687
1941989,1926375,1938463
1939291,1928258,1942298
1938125,1927353,1938709
1940362,1924939,1938743
1938394,1930434,1936881
1938416,1926735,1941425
1937546,1925722,1939158
1940653,1924269,1938703
1939182,1926602,1937505
1938507,1927318,1936172
1937809,1926770,1936744
1934648,1923434,1936060
1941004,1923986,1933741
1940098,1926019,1939286
1937807,1928223,1940342
1938869,1925369,1938726
1938262,1924573,1938202
1937033,1928963,1936160
1940727,1925446,1940087
1938957,1926134,1938403
1937442,1926913,1940879
1939031,1925313,1938168
