1,2,3
65196779,64550981,62629986
65197564,64551779,62636390
65199084,64557654,62633634
65206187,64560348,62632892
65186996,64546704,62634792
65218385,64557636,62627106
65213635,64555046,62640381
65200255,64554327,62636406
65192612,64547841,62645649
65192441,64558619,62625263
65214702,64550892,62614453
65196547,64550523,62633214
65193821,64548608,62634486
65215276,64548947,62631123
65199437,64543936,62636245
65189620,64542550,62637511
65191073,64565039,62639649
65204781,64559201,62622933
65189692,64555594,62651498
65172395,64560773,62625108
65202177,64544700,62618148
65195355,64544502,62629093
65202934,64539934,62634615
65205709,64569625,62639130
65208234,64552200,62637527
65215639,64556984,62635243
65181844,64563929,62620785
65193369,64565915,62640251
65204471,64529100,62630879
65198060,64560482,62632602
65185056,64552356,62647668
65199084,64552699,62641424
65201794,64555523,62635939
65217393,64549569,62635098
65185842,64529785,62626312
65196787,64563124,62633183
65188020,64573388,62633650
65202821,64553135,62625211
65199252,64540147,62628829
65184845,64554808,62634610
65219591,64560035,62632835
65192989,64548835,62631195
65199661,64536101,62618854
65212322,64564827,62631123
65198356,64536298,62630225
65198521,64563280,62635435
65177443,64549230,62628907
65190475,64539774,62644917
65196347,64563165,62630630
65191519,64546674,62642571
65202215,64560400,62632394
65213264,64537975,62623644
65201426,64554905,62627256
65211107,64552036,62640464
65186668,64551522,62623374
65208666,64554692,62630126
65203981,64549588,62638700
65192148,64545069,62622461
65184091,64553508,62627121
65205691,64552915,62634958
65211261,64568649,62642919
65211162,64553299,62645249
65201055,64569447,62631491
65189136,64550229,62617588
65193262,64560397,62637153
65201420,64561294,62625476
65193262,64564923,62648197
65212139,64542747,62624859
65200472,64549234,62637247
65222023,64566786,62618361
65218045,64552829,62634174
65200188,64558191,62626364
65207353,64545847,62645934
65210501,64546298,62640085
65223928,64546876,62626073
65196216,64555255,62642680
65216465,64568500,62624905
65196341,64565974,62647330
65199026,64540661,62640687
65192717,64558698,62638845
65185865,64547528,62634226
65191046,64540314,62627132
65194729,64543649,62630438
65185558,64565534,62639406
65199159,64554260,62637148
65197309,64552893,62617852
65198744,64550780,62631029
65194230,64554357,62624480
65194662,64553239,62628517
65219066,64548809,62617131
65194737,64553716,62629685
65190867,64562099,62634138
65186958,64555166,62633998
65214137,64546898,62629887
65204934,64542267,62622212
65197190,64546507,62627210
65201937,64566589,62629540
65198191,64560072,62626717
65199750,64545691,62644481
65199507,64560084,62618548
