1,2,3
4440199,2205961,705728
4433841,2199610,706383
4430831,2208166,707553
4437513,2201152,705119
4434300,2207828,706898
4435774,2203858,705390
4437286,2201879,706759
4430329,2202556,705568
4431323,2202855,704507
4434951,2202635,707632
4438323,2203952,707633
4435438,2207562,705801
4436883,2198555,705965
4439608,2201666,706391
4437464,2201253,704700
4437431,2204399,709209
4434433,2203336,706709
4437152,2203877,709046
4435898,2203021,707104
4433660,2201569,705599
4433418,2205630,707669
4438276,2200753,709506
4435466,2207457,705200
4439075,2197934,706606
4436488,2204031,707452
4436889,2204658,708061
4439627,2201885,710389
4434677,2203819,704622
4429923,2210775,705686
4436542,2199894,705005
4433285,2203967,708289
4442982,2200735,707686
4433386,2203554,706613
4437368,2200454,705879
4433559,2204546,704949
4434636,2202291,706138
4439910,2202660,709177
4434284,2202328,708977
4435911,2203204,705995
4439664,2204241,706177
4434688,2206079,708177
4435690,2203275,705833
4435377,2202815,708005
4436008,2207593,702564
4430873,2203971,704576
4434045,2206241,708669
4439883,2208201,705561
4438123,2207468,706781
4432666,2197423,706536
4437858,2202176,706335
4432360,2203180,708125
4436331,2204367,708589
4436768,2199652,707303
4437701,2204119,707141
4439063,2199740,706650
4441181,2204060,704752
4437057,2201655,705538
4444492,2203194,707356
4436625,2205374,706530
4434882,2204120,706668
4442645,2209904,706239
4434118,2203609,707248
4436385,2207770,704975
4441180,2201136,707489
4429322,2206256,708240
4434334,2206415,708608
4440594,2198114,704907
4435506,2203395,707254
4432523,2204833,707027
4435055,2206231,704291
4434283,2205570,705726
4437914,2207140,703873
4429715,2204430,707237
4439230,2201765,707190
4433783,2207705,706758
4442424,2207066,707949
4437346,2205071,707875
4438232,2204093,705958
4434401,2201641,707685
4438564,2201408,707161
4431797,2206215,705466
4432014,2200332,708242
4432322,2203601,707524
4436705,2202040,707838
4438073,2203298,705998
4440395,2201719,704273
4434387,2206974,705274
4436483,2203030,706818
4429888,2204967,708303
4437919,2200846,707798
4438488,2203680,707143
4437019,2206463,709102
4435012,2198234,707689
4433881,2201360,706051
4438051,2202986,707576
4436599,2203065,707029
4437407,2202398,706543
4434397,2207035,704959
4424184,2205974,706758
4439215,2204432,707656
